normalized_phrase_id	canonical_phrase	step03b_state	step03b_reason	raw_occurrence_count	old_step04_family	w08_candidate_family	w09_current_family	w09_assignment_reason	w09_specificity_priority	all_material_signals	old_to_w09_changed	w08_to_w09_changed	transition_class	w07_fixture_disposition	step03b_mutated
NP00055	купить чери амулет	EXCLUDE	EXCLUDE_EXPLICIT_VEHICLE_MODEL_OR_PART_CONTEXT	1	NOT_IN_STEP04_SEMANTIC_SCOPE	NOT_IN_STEP04_SEMANTIC_SCOPE	NOT_IN_STEP04_SEMANTIC_SCOPE	STEP03B_EXCLUDE_HISTORY_PRESERVED_WITHOUT_RETRIAGE	9999	UPSTREAM_STEP03B_EXCLUDE	NO	NO	EXCLUDE_HISTORY_UNCHANGED	PASS_AS_PRELIMINARY_FAMILY	NO
NP00056	астрал амулет	HOLD	HOLD_MEDIA_TITLE_VERSUS_PRODUCT_COLLISION	1	PSF018	PSF018	PSF018	UPSTREAM_MEDIA_TITLE_COLLISION	1210	TASK_MEDIA_DIGITAL|TOPIC_PRODUCT|UPSTREAM_MEDIA_TITLE_COLLISION|UPSTREAM_STEP03B_HOLD	NO	NO	UNCHANGED_FROM_W08_CANDIDATE	PASS_AS_PRELIMINARY_FAMILY	NO
NP00057	астрал амулет зла	HOLD	HOLD_MEDIA_TITLE_VERSUS_PRODUCT_COLLISION	1	PSF018	PSF018	PSF018	UPSTREAM_MEDIA_TITLE_COLLISION	1210	TASK_MEDIA_DIGITAL|TOPIC_PRODUCT|UPSTREAM_MEDIA_TITLE_COLLISION|UPSTREAM_STEP03B_HOLD	NO	NO	UNCHANGED_FROM_W08_CANDIDATE	PASS_AS_PRELIMINARY_FAMILY	NO
NP00058	террария амулеты	EXCLUDE	EXCLUDE_EXPLICIT_GAME_OR_GAME_ITEM_CONTEXT	1	NOT_IN_STEP04_SEMANTIC_SCOPE	NOT_IN_STEP04_SEMANTIC_SCOPE	NOT_IN_STEP04_SEMANTIC_SCOPE	STEP03B_EXCLUDE_HISTORY_PRESERVED_WITHOUT_RETRIAGE	9999	UPSTREAM_STEP03B_EXCLUDE	NO	NO	EXCLUDE_HISTORY_UNCHANGED	PASS_AS_PRELIMINARY_FAMILY	NO
NP00059	бесплатные амулеты	HOLD	HOLD_GENERIC_MEDIA_ACTION_MAY_BE_INFORMATIONAL_PRODUCT_RESEARCH	1	PSF018	PSF018	PSF018	UPSTREAM_MEDIA_ACTION_COLLISION	1210	TOPIC_PRODUCT|UPSTREAM_MEDIA_ACTION_COLLISION|UPSTREAM_STEP03B_HOLD	NO	NO	UNCHANGED_FROM_W08_CANDIDATE	PASS_AS_PRELIMINARY_FAMILY	NO
NP00060	амулеты скайрим	EXCLUDE	EXCLUDE_EXPLICIT_GAME_OR_GAME_ITEM_CONTEXT	1	NOT_IN_STEP04_SEMANTIC_SCOPE	NOT_IN_STEP04_SEMANTIC_SCOPE	NOT_IN_STEP04_SEMANTIC_SCOPE	STEP03B_EXCLUDE_HISTORY_PRESERVED_WITHOUT_RETRIAGE	9999	UPSTREAM_STEP03B_EXCLUDE	NO	NO	EXCLUDE_HISTORY_UNCHANGED	PASS_AS_PRELIMINARY_FAMILY	NO
NP00061	амулет 3	KEEP	KEEP_FROZEN_CLIENT_PRODUCT_CLASS_WITHOUT_FOREIGN_CONTEXT	1	PSF001	PSF001	PSF001	BROAD_GENERIC_PRODUCT_FALLBACK	590	TOPIC_PRODUCT|UPSTREAM_STEP03B_KEEP	NO	NO	UNCHANGED_FROM_W08_CANDIDATE	PASS_AS_PRELIMINARY_FAMILY	NO
NP00062	двигатель амулет	EXCLUDE	EXCLUDE_EXPLICIT_VEHICLE_MODEL_OR_PART_CONTEXT	1	NOT_IN_STEP04_SEMANTIC_SCOPE	NOT_IN_STEP04_SEMANTIC_SCOPE	NOT_IN_STEP04_SEMANTIC_SCOPE	STEP03B_EXCLUDE_HISTORY_PRESERVED_WITHOUT_RETRIAGE	9999	UPSTREAM_STEP03B_EXCLUDE	NO	NO	EXCLUDE_HISTORY_UNCHANGED	PASS_AS_PRELIMINARY_FAMILY	NO
NP00063	можно амулет	KEEP	KEEP_FROZEN_CLIENT_PRODUCT_CLASS_WITHOUT_FOREIGN_CONTEXT	1	PSF001	PSF001	PSF001	BROAD_GENERIC_PRODUCT_FALLBACK	590	TOPIC_PRODUCT|UPSTREAM_STEP03B_KEEP	NO	NO	UNCHANGED_FROM_W08_CANDIDATE	PASS_AS_PRELIMINARY_FAMILY	NO
NP00064	получить амулет	KEEP	KEEP_FROZEN_CLIENT_PRODUCT_CLASS_WITHOUT_FOREIGN_CONTEXT	1	PSF001	PSF001	PSF031	DISCOVERED_NON_PURCHASE_ACQUISITION_OR_ACCESS_TASK	1100	TASK_ACQUIRE_ACCESS|TOPIC_PRODUCT|UPSTREAM_STEP03B_KEEP	YES	YES	W09_OPEN_TAXONOMY_TASK_DISCOVERY	PASS_AS_PRELIMINARY_FAMILY	NO
NP00065	амулет зла фильм	EXCLUDE	EXCLUDE_EXPLICIT_MEDIA_WORK_OR_EPISODE_CONTEXT	1	NOT_IN_STEP04_SEMANTIC_SCOPE	NOT_IN_STEP04_SEMANTIC_SCOPE	NOT_IN_STEP04_SEMANTIC_SCOPE	STEP03B_EXCLUDE_HISTORY_PRESERVED_WITHOUT_RETRIAGE	9999	UPSTREAM_STEP03B_EXCLUDE	NO	NO	EXCLUDE_HISTORY_UNCHANGED	PASS_AS_PRELIMINARY_FAMILY	NO
NP00066	астрал амулет фильм	EXCLUDE	EXCLUDE_EXPLICIT_MEDIA_WORK_OR_EPISODE_CONTEXT	1	NOT_IN_STEP04_SEMANTIC_SCOPE	NOT_IN_STEP04_SEMANTIC_SCOPE	NOT_IN_STEP04_SEMANTIC_SCOPE	STEP03B_EXCLUDE_HISTORY_PRESERVED_WITHOUT_RETRIAGE	9999	UPSTREAM_STEP03B_EXCLUDE	NO	NO	EXCLUDE_HISTORY_UNCHANGED	PASS_AS_PRELIMINARY_FAMILY	NO
NP00067	астрал амулет зла фильм	EXCLUDE	EXCLUDE_EXPLICIT_MEDIA_WORK_OR_EPISODE_CONTEXT	1	NOT_IN_STEP04_SEMANTIC_SCOPE	NOT_IN_STEP04_SEMANTIC_SCOPE	NOT_IN_STEP04_SEMANTIC_SCOPE	STEP03B_EXCLUDE_HISTORY_PRESERVED_WITHOUT_RETRIAGE	9999	UPSTREAM_STEP03B_EXCLUDE	NO	NO	EXCLUDE_HISTORY_UNCHANGED	PASS_AS_PRELIMINARY_FAMILY	NO
NP00068	амулет а 15	EXCLUDE	EXCLUDE_EXPLICIT_VEHICLE_MODEL_OR_PART_CONTEXT	1	NOT_IN_STEP04_SEMANTIC_SCOPE	NOT_IN_STEP04_SEMANTIC_SCOPE	NOT_IN_STEP04_SEMANTIC_SCOPE	STEP03B_EXCLUDE_HISTORY_PRESERVED_WITHOUT_RETRIAGE	9999	UPSTREAM_STEP03B_EXCLUDE	NO	NO	EXCLUDE_HISTORY_UNCHANGED	PASS_AS_PRELIMINARY_FAMILY	NO
NP00069	амулет 2025	KEEP	KEEP_FROZEN_CLIENT_PRODUCT_CLASS_WITHOUT_FOREIGN_CONTEXT	1	PSF001	PSF001	PSF001	BROAD_GENERIC_PRODUCT_FALLBACK	590	TOPIC_PRODUCT|UPSTREAM_STEP03B_KEEP	NO	NO	UNCHANGED_FROM_W08_CANDIDATE	PASS_AS_PRELIMINARY_FAMILY	NO
NP00070	амулет датчики	EXCLUDE	EXCLUDE_EXPLICIT_VEHICLE_MODEL_OR_PART_CONTEXT	1	NOT_IN_STEP04_SEMANTIC_SCOPE	NOT_IN_STEP04_SEMANTIC_SCOPE	NOT_IN_STEP04_SEMANTIC_SCOPE	STEP03B_EXCLUDE_HISTORY_PRESERVED_WITHOUT_RETRIAGE	9999	UPSTREAM_STEP03B_EXCLUDE	NO	NO	EXCLUDE_HISTORY_UNCHANGED	PASS_AS_PRELIMINARY_FAMILY	NO
NP00071	амулет зла 2025	KEEP	KEEP_FROZEN_CLIENT_PRODUCT_CLASS_WITHOUT_FOREIGN_CONTEXT	1	PSF001	PSF001	PSF001	BROAD_GENERIC_PRODUCT_FALLBACK	590	TOPIC_PRODUCT|UPSTREAM_STEP03B_KEEP	NO	NO	UNCHANGED_FROM_W08_CANDIDATE	PASS_AS_PRELIMINARY_FAMILY	NO
NP00072	астрал амулет зла 2025	HOLD	HOLD_MEDIA_TITLE_VERSUS_PRODUCT_COLLISION	1	PSF018	PSF018	PSF018	UPSTREAM_MEDIA_TITLE_COLLISION	1210	TASK_MEDIA_DIGITAL|TOPIC_PRODUCT|UPSTREAM_MEDIA_TITLE_COLLISION|UPSTREAM_STEP03B_HOLD	NO	NO	UNCHANGED_FROM_W08_CANDIDATE	PASS_AS_PRELIMINARY_FAMILY	NO
NP00073	новый амулет	KEEP	KEEP_FROZEN_CLIENT_PRODUCT_CLASS_WITHOUT_FOREIGN_CONTEXT	1	PSF001	PSF001	PSF001	BROAD_GENERIC_PRODUCT_FALLBACK	590	TOPIC_PRODUCT|UPSTREAM_STEP03B_KEEP	NO	NO	UNCHANGED_FROM_W08_CANDIDATE	PASS_AS_PRELIMINARY_FAMILY	NO
NP00074	амулет фильм 2025	EXCLUDE	EXCLUDE_EXPLICIT_MEDIA_WORK_OR_EPISODE_CONTEXT	1	NOT_IN_STEP04_SEMANTIC_SCOPE	NOT_IN_STEP04_SEMANTIC_SCOPE	NOT_IN_STEP04_SEMANTIC_SCOPE	STEP03B_EXCLUDE_HISTORY_PRESERVED_WITHOUT_RETRIAGE	9999	UPSTREAM_STEP03B_EXCLUDE	NO	NO	EXCLUDE_HISTORY_UNCHANGED	PASS_AS_PRELIMINARY_FAMILY	NO
NP00075	астрал амулет зла фильм 2025	EXCLUDE	EXCLUDE_EXPLICIT_MEDIA_WORK_OR_EPISODE_CONTEXT	1	NOT_IN_STEP04_SEMANTIC_SCOPE	NOT_IN_STEP04_SEMANTIC_SCOPE	NOT_IN_STEP04_SEMANTIC_SCOPE	STEP03B_EXCLUDE_HISTORY_PRESERVED_WITHOUT_RETRIAGE	9999	UPSTREAM_STEP03B_EXCLUDE	NO	NO	EXCLUDE_HISTORY_UNCHANGED	PASS_AS_PRELIMINARY_FAMILY	NO
NP00076	счастливый амулет бесплатно	EXCLUDE	EXCLUDE_EXPLICIT_DIGITAL_MEDIA_CONSUMPTION_CONTEXT	1	NOT_IN_STEP04_SEMANTIC_SCOPE	NOT_IN_STEP04_SEMANTIC_SCOPE	NOT_IN_STEP04_SEMANTIC_SCOPE	STEP03B_EXCLUDE_HISTORY_PRESERVED_WITHOUT_RETRIAGE	9999	UPSTREAM_STEP03B_EXCLUDE	NO	NO	EXCLUDE_HISTORY_UNCHANGED	PASS_AS_PRELIMINARY_FAMILY	NO
NP00077	счастливый амулет читать бесплатно	EXCLUDE	EXCLUDE_EXPLICIT_DIGITAL_MEDIA_CONSUMPTION_CONTEXT	1	NOT_IN_STEP04_SEMANTIC_SCOPE	NOT_IN_STEP04_SEMANTIC_SCOPE	NOT_IN_STEP04_SEMANTIC_SCOPE	STEP03B_EXCLUDE_HISTORY_PRESERVED_WITHOUT_RETRIAGE	9999	UPSTREAM_STEP03B_EXCLUDE	NO	NO	EXCLUDE_HISTORY_UNCHANGED	PASS_AS_PRELIMINARY_FAMILY	NO
NP00078	лучший амулет	KEEP	KEEP_FROZEN_CLIENT_PRODUCT_CLASS_WITHOUT_FOREIGN_CONTEXT	1	PSF001	PSF001	PSF030	DISCOVERED_SELECTION_OR_GIFT_TASK	1110	TASK_SELECT_GIFT|TOPIC_PRODUCT|UPSTREAM_STEP03B_KEEP	YES	YES	W09_OPEN_TAXONOMY_TASK_DISCOVERY	PASS_AS_PRELIMINARY_FAMILY	NO
NP00079	двигатель чери амулет	EXCLUDE	EXCLUDE_EXPLICIT_VEHICLE_MODEL_OR_PART_CONTEXT	2	NOT_IN_STEP04_SEMANTIC_SCOPE	NOT_IN_STEP04_SEMANTIC_SCOPE	NOT_IN_STEP04_SEMANTIC_SCOPE	STEP03B_EXCLUDE_HISTORY_PRESERVED_WITHOUT_RETRIAGE	9999	UPSTREAM_STEP03B_EXCLUDE	NO	NO	EXCLUDE_HISTORY_UNCHANGED	PASS_AS_PRELIMINARY_FAMILY	NO
NP00080	часть амулета	KEEP	KEEP_FROZEN_CLIENT_PRODUCT_CLASS_WITHOUT_FOREIGN_CONTEXT	1	PSF001	PSF001	PSF001	BROAD_GENERIC_PRODUCT_FALLBACK	590	TOPIC_PRODUCT|UPSTREAM_STEP03B_KEEP	NO	NO	UNCHANGED_FROM_W08_CANDIDATE	PASS_AS_PRELIMINARY_FAMILY	NO
NP00081	амулет замена	KEEP	KEEP_FROZEN_CLIENT_PRODUCT_CLASS_WITHOUT_FOREIGN_CONTEXT	1	PSF001	PSF001	PSF001	BROAD_GENERIC_PRODUCT_FALLBACK	590	TOPIC_PRODUCT|UPSTREAM_STEP03B_KEEP	NO	NO	UNCHANGED_FROM_W08_CANDIDATE	PASS_AS_PRELIMINARY_FAMILY	NO
NP00082	амулеты в пик	KEEP	KEEP_FROZEN_CLIENT_PRODUCT_CLASS_WITHOUT_FOREIGN_CONTEXT	1	PSF001	PSF001	PSF001	BROAD_GENERIC_PRODUCT_FALLBACK	590	TOPIC_PRODUCT|UPSTREAM_STEP03B_KEEP	NO	NO	UNCHANGED_FROM_W08_CANDIDATE	PASS_AS_PRELIMINARY_FAMILY	NO
NP00083	амулет оберег	KEEP	KEEP_FROZEN_CLIENT_PRODUCT_CLASS_WITHOUT_FOREIGN_CONTEXT	2	PSF001	PSF001	PSF001	BROAD_GENERIC_PRODUCT_FALLBACK	590	TOPIC_PRODUCT|UPSTREAM_STEP03B_KEEP	NO	NO	UNCHANGED_FROM_W08_CANDIDATE	PASS_AS_PRELIMINARY_FAMILY	NO
NP00084	счастливый амулет рассказы яндекс	EXCLUDE	EXCLUDE_EXPLICIT_MEDIA_WORK_OR_EPISODE_CONTEXT	1	NOT_IN_STEP04_SEMANTIC_SCOPE	NOT_IN_STEP04_SEMANTIC_SCOPE	NOT_IN_STEP04_SEMANTIC_SCOPE	STEP03B_EXCLUDE_HISTORY_PRESERVED_WITHOUT_RETRIAGE	9999	UPSTREAM_STEP03B_EXCLUDE	NO	NO	EXCLUDE_HISTORY_UNCHANGED	PASS_AS_PRELIMINARY_FAMILY	NO
NP00085	счастливый амулет яндекс дзен рассказы	EXCLUDE	EXCLUDE_EXPLICIT_MEDIA_WORK_OR_EPISODE_CONTEXT	1	NOT_IN_STEP04_SEMANTIC_SCOPE	NOT_IN_STEP04_SEMANTIC_SCOPE	NOT_IN_STEP04_SEMANTIC_SCOPE	STEP03B_EXCLUDE_HISTORY_PRESERVED_WITHOUT_RETRIAGE	9999	UPSTREAM_STEP03B_EXCLUDE	NO	NO	EXCLUDE_HISTORY_UNCHANGED	PASS_AS_PRELIMINARY_FAMILY	NO
NP00086	читать дзен бесплатно амулет	EXCLUDE	EXCLUDE_EXPLICIT_DIGITAL_MEDIA_CONSUMPTION_CONTEXT	1	NOT_IN_STEP04_SEMANTIC_SCOPE	NOT_IN_STEP04_SEMANTIC_SCOPE	NOT_IN_STEP04_SEMANTIC_SCOPE	STEP03B_EXCLUDE_HISTORY_PRESERVED_WITHOUT_RETRIAGE	9999	UPSTREAM_STEP03B_EXCLUDE	NO	NO	EXCLUDE_HISTORY_UNCHANGED	PASS_AS_PRELIMINARY_FAMILY	NO
NP00087	счастливый амулет дзен читать бесплатно	EXCLUDE	EXCLUDE_EXPLICIT_DIGITAL_MEDIA_CONSUMPTION_CONTEXT	1	NOT_IN_STEP04_SEMANTIC_SCOPE	NOT_IN_STEP04_SEMANTIC_SCOPE	NOT_IN_STEP04_SEMANTIC_SCOPE	STEP03B_EXCLUDE_HISTORY_PRESERVED_WITHOUT_RETRIAGE	9999	UPSTREAM_STEP03B_EXCLUDE	NO	NO	EXCLUDE_HISTORY_UNCHANGED	PASS_AS_PRELIMINARY_FAMILY	NO
NP00088	амулет навигация	KEEP	KEEP_FROZEN_CLIENT_PRODUCT_CLASS_WITHOUT_FOREIGN_CONTEXT	1	PSF001	PSF001	PSF001	BROAD_GENERIC_PRODUCT_FALLBACK	590	TOPIC_PRODUCT|UPSTREAM_STEP03B_KEEP	NO	NO	UNCHANGED_FROM_W08_CANDIDATE	PASS_AS_PRELIMINARY_FAMILY	NO
NP00089	счастливый амулет навигация	HOLD	HOLD_TITLE_LIKE_PRODUCT_WORD_COLLISION	1	PSF018	PSF018	PSF018	UPSTREAM_TITLE_COLLISION	1210	TASK_EFFECT_AUDIENCE|TASK_MEDIA_DIGITAL|TOPIC_PRODUCT|UPSTREAM_STEP03B_HOLD|UPSTREAM_TITLE_COLLISION	NO	NO	UNCHANGED_FROM_W08_CANDIDATE	PASS_AS_PRELIMINARY_FAMILY	NO
NP00090	сколько амулет	KEEP	KEEP_FROZEN_CLIENT_PRODUCT_CLASS_WITHOUT_FOREIGN_CONTEXT	1	PSF001	PSF001	PSF001	BROAD_GENERIC_PRODUCT_FALLBACK	590	TOPIC_PRODUCT|UPSTREAM_STEP03B_KEEP	NO	NO	UNCHANGED_FROM_W08_CANDIDATE	PASS_AS_PRELIMINARY_FAMILY	NO
NP00091	счастливый амулет рассказ и город перестал	EXCLUDE	EXCLUDE_EXPLICIT_MEDIA_WORK_OR_EPISODE_CONTEXT	1	NOT_IN_STEP04_SEMANTIC_SCOPE	NOT_IN_STEP04_SEMANTIC_SCOPE	NOT_IN_STEP04_SEMANTIC_SCOPE	STEP03B_EXCLUDE_HISTORY_PRESERVED_WITHOUT_RETRIAGE	9999	UPSTREAM_STEP03B_EXCLUDE	NO	NO	EXCLUDE_HISTORY_UNCHANGED	PASS_AS_PRELIMINARY_FAMILY	NO
NP00092	амулет лавы	KEEP	KEEP_FROZEN_CLIENT_PRODUCT_CLASS_WITHOUT_FOREIGN_CONTEXT	1	PSF001	PSF001	PSF001	BROAD_GENERIC_PRODUCT_FALLBACK	590	TOPIC_PRODUCT|UPSTREAM_STEP03B_KEEP	NO	NO	UNCHANGED_FROM_W08_CANDIDATE	PASS_AS_PRELIMINARY_FAMILY	NO
NP00093	чери амулет датчик	EXCLUDE	EXCLUDE_EXPLICIT_VEHICLE_MODEL_OR_PART_CONTEXT	1	NOT_IN_STEP04_SEMANTIC_SCOPE	NOT_IN_STEP04_SEMANTIC_SCOPE	NOT_IN_STEP04_SEMANTIC_SCOPE	STEP03B_EXCLUDE_HISTORY_PRESERVED_WITHOUT_RETRIAGE	9999	UPSTREAM_STEP03B_EXCLUDE	NO	NO	EXCLUDE_HISTORY_UNCHANGED	PASS_AS_PRELIMINARY_FAMILY	NO
NP00094	рассказ и город перестал дышать счастливый амулет	EXCLUDE	EXCLUDE_EXPLICIT_MEDIA_WORK_OR_EPISODE_CONTEXT	1	NOT_IN_STEP04_SEMANTIC_SCOPE	NOT_IN_STEP04_SEMANTIC_SCOPE	NOT_IN_STEP04_SEMANTIC_SCOPE	STEP03B_EXCLUDE_HISTORY_PRESERVED_WITHOUT_RETRIAGE	9999	UPSTREAM_STEP03B_EXCLUDE	NO	NO	EXCLUDE_HISTORY_UNCHANGED	PASS_AS_PRELIMINARY_FAMILY	NO
NP00095	чери амулет а 15	EXCLUDE	EXCLUDE_EXPLICIT_VEHICLE_MODEL_OR_PART_CONTEXT	1	NOT_IN_STEP04_SEMANTIC_SCOPE	NOT_IN_STEP04_SEMANTIC_SCOPE	NOT_IN_STEP04_SEMANTIC_SCOPE	STEP03B_EXCLUDE_HISTORY_PRESERVED_WITHOUT_RETRIAGE	9999	UPSTREAM_STEP03B_EXCLUDE	NO	NO	EXCLUDE_HISTORY_UNCHANGED	PASS_AS_PRELIMINARY_FAMILY	NO
NP00096	амулет игра	HOLD	HOLD_GENERIC_GAME_OR_MODEL_TOKEN_NEEDS_CONTEXT	1	PSF019	PSF019	PSF019	UPSTREAM_GAME_OR_MODEL_COLLISION	1220	CONTEXT_GAME|TOPIC_PRODUCT|UPSTREAM_GAME_OR_MODEL_COLLISION|UPSTREAM_STEP03B_HOLD	NO	NO	UNCHANGED_FROM_W08_CANDIDATE	PASS_AS_PRELIMINARY_FAMILY	NO
NP00097	чери амулет замена	EXCLUDE	EXCLUDE_EXPLICIT_VEHICLE_MODEL_OR_PART_CONTEXT	1	NOT_IN_STEP04_SEMANTIC_SCOPE	NOT_IN_STEP04_SEMANTIC_SCOPE	NOT_IN_STEP04_SEMANTIC_SCOPE	STEP03B_EXCLUDE_HISTORY_PRESERVED_WITHOUT_RETRIAGE	9999	UPSTREAM_STEP03B_EXCLUDE	NO	NO	EXCLUDE_HISTORY_UNCHANGED	PASS_AS_PRELIMINARY_FAMILY	NO
NP00098	готика амулет	KEEP	KEEP_FROZEN_CLIENT_PRODUCT_CLASS_WITHOUT_FOREIGN_CONTEXT	1	PSF001	PSF001	PSF001	BROAD_GENERIC_PRODUCT_FALLBACK	590	TOPIC_PRODUCT|UPSTREAM_STEP03B_KEEP	NO	NO	UNCHANGED_FROM_W08_CANDIDATE	PASS_AS_PRELIMINARY_FAMILY	NO
NP00099	счастливый амулет новое	HOLD	HOLD_TITLE_LIKE_PRODUCT_WORD_COLLISION	1	PSF018	PSF018	PSF018	UPSTREAM_TITLE_COLLISION	1210	TASK_EFFECT_AUDIENCE|TASK_MEDIA_DIGITAL|TOPIC_PRODUCT|UPSTREAM_STEP03B_HOLD|UPSTREAM_TITLE_COLLISION	NO	NO	UNCHANGED_FROM_W08_CANDIDATE	PASS_AS_PRELIMINARY_FAMILY	NO
NP00100	счастливый амулет рассказы читать яндекс	EXCLUDE	EXCLUDE_EXPLICIT_MEDIA_WORK_OR_EPISODE_CONTEXT	1	NOT_IN_STEP04_SEMANTIC_SCOPE	NOT_IN_STEP04_SEMANTIC_SCOPE	NOT_IN_STEP04_SEMANTIC_SCOPE	STEP03B_EXCLUDE_HISTORY_PRESERVED_WITHOUT_RETRIAGE	9999	UPSTREAM_STEP03B_EXCLUDE	NO	NO	EXCLUDE_HISTORY_UNCHANGED	PASS_AS_PRELIMINARY_FAMILY	NO
NP00101	дзен рассказы читать амулет яндекс	EXCLUDE	EXCLUDE_EXPLICIT_MEDIA_WORK_OR_EPISODE_CONTEXT	1	NOT_IN_STEP04_SEMANTIC_SCOPE	NOT_IN_STEP04_SEMANTIC_SCOPE	NOT_IN_STEP04_SEMANTIC_SCOPE	STEP03B_EXCLUDE_HISTORY_PRESERVED_WITHOUT_RETRIAGE	9999	UPSTREAM_STEP03B_EXCLUDE	NO	NO	EXCLUDE_HISTORY_UNCHANGED	PASS_AS_PRELIMINARY_FAMILY	NO
NP00102	счастливый амулет яндекс дзен читать рассказы	EXCLUDE	EXCLUDE_EXPLICIT_MEDIA_WORK_OR_EPISODE_CONTEXT	1	NOT_IN_STEP04_SEMANTIC_SCOPE	NOT_IN_STEP04_SEMANTIC_SCOPE	NOT_IN_STEP04_SEMANTIC_SCOPE	STEP03B_EXCLUDE_HISTORY_PRESERVED_WITHOUT_RETRIAGE	9999	UPSTREAM_STEP03B_EXCLUDE	NO	NO	EXCLUDE_HISTORY_UNCHANGED	PASS_AS_PRELIMINARY_FAMILY	NO
NP00103	камни амулеты	HOLD	HOLD_PRODUCT_VERSUS_ASTROLOGY_INFORMATION	1	PSF012	PSF012	PSF013	STONE_WITH_PRODUCT_ZODIAC_OR_CATALOG_REFERENT	960	OBJECT_STONE|TOPIC_PRODUCT|UPSTREAM_STEP03B_HOLD|UPSTREAM_ZODIAC_STONE_COLLISION	YES	YES	W09_UNIVERSAL_SPECIFICITY_PRECEDENCE_REROUTE	PASS_AS_PRELIMINARY_FAMILY	NO
NP00104	амулет фото	KEEP	KEEP_FROZEN_CLIENT_PRODUCT_CLASS_WITHOUT_FOREIGN_CONTEXT	1	PSF008	PSF008	PSF008	EXPLICIT_VISUAL_TASK_WITH_TOPIC_AWARE_ROUTE	1080	TASK_VISUAL|TOPIC_PRODUCT|UPSTREAM_STEP03B_KEEP	NO	NO	UNCHANGED_FROM_W08_CANDIDATE	PASS_AS_PRELIMINARY_FAMILY	NO
NP00105	счастливый амулет 28	HOLD	HOLD_TITLE_LIKE_PRODUCT_WORD_COLLISION	1	PSF018	PSF018	PSF018	UPSTREAM_TITLE_COLLISION	1210	TASK_EFFECT_AUDIENCE|TASK_MEDIA_DIGITAL|TOPIC_PRODUCT|UPSTREAM_STEP03B_HOLD|UPSTREAM_TITLE_COLLISION	NO	NO	UNCHANGED_FROM_W08_CANDIDATE	PASS_AS_PRELIMINARY_FAMILY	NO
NP00106	нужен амулет	KEEP	KEEP_FROZEN_CLIENT_PRODUCT_CLASS_WITHOUT_FOREIGN_CONTEXT	1	PSF001	PSF001	PSF001	BROAD_GENERIC_PRODUCT_FALLBACK	590	TOPIC_PRODUCT|UPSTREAM_STEP03B_KEEP	NO	NO	UNCHANGED_FROM_W08_CANDIDATE	PASS_AS_PRELIMINARY_FAMILY	NO
NP00107	амулет машина	KEEP	KEEP_FROZEN_CLIENT_PRODUCT_CLASS_WITHOUT_FOREIGN_CONTEXT	4	PSF001	PSF001	PSF001	BROAD_GENERIC_PRODUCT_FALLBACK	590	TOPIC_PRODUCT|UPSTREAM_STEP03B_KEEP	NO	NO	UNCHANGED_FROM_W08_CANDIDATE	PASS_AS_PRELIMINARY_FAMILY	NO
NP00108	амулет 5	KEEP	KEEP_FROZEN_CLIENT_PRODUCT_CLASS_WITHOUT_FOREIGN_CONTEXT	1	PSF001	PSF001	PSF001	BROAD_GENERIC_PRODUCT_FALLBACK	590	TOPIC_PRODUCT|UPSTREAM_STEP03B_KEEP	NO	NO	UNCHANGED_FROM_W08_CANDIDATE	PASS_AS_PRELIMINARY_FAMILY	NO
NP00109	33 амулета	KEEP	KEEP_FROZEN_CLIENT_PRODUCT_CLASS_WITHOUT_FOREIGN_CONTEXT	1	PSF001	PSF001	PSF001	BROAD_GENERIC_PRODUCT_FALLBACK	590	TOPIC_PRODUCT|UPSTREAM_STEP03B_KEEP	NO	NO	UNCHANGED_FROM_W08_CANDIDATE	PASS_AS_PRELIMINARY_FAMILY	NO
NP00110	счастливый амулет 33	HOLD	HOLD_TITLE_LIKE_PRODUCT_WORD_COLLISION	1	PSF018	PSF018	PSF018	UPSTREAM_TITLE_COLLISION	1210	TASK_EFFECT_AUDIENCE|TASK_MEDIA_DIGITAL|TOPIC_PRODUCT|UPSTREAM_STEP03B_HOLD|UPSTREAM_TITLE_COLLISION	NO	NO	UNCHANGED_FROM_W08_CANDIDATE	PASS_AS_PRELIMINARY_FAMILY	NO
NP00111	счастливый амулет часть	HOLD	HOLD_TITLE_LIKE_PRODUCT_WORD_COLLISION	1	PSF018	PSF018	PSF018	UPSTREAM_TITLE_COLLISION	1210	TASK_EFFECT_AUDIENCE|TASK_MEDIA_DIGITAL|TOPIC_PRODUCT|UPSTREAM_STEP03B_HOLD|UPSTREAM_TITLE_COLLISION	NO	NO	UNCHANGED_FROM_W08_CANDIDATE	PASS_AS_PRELIMINARY_FAMILY	NO
NP00112	амулет артикул	KEEP	KEEP_FROZEN_CLIENT_PRODUCT_CLASS_WITHOUT_FOREIGN_CONTEXT	1	PSF001	PSF001	PSF001	BROAD_GENERIC_PRODUCT_FALLBACK	590	TOPIC_PRODUCT|UPSTREAM_STEP03B_KEEP	NO	NO	UNCHANGED_FROM_W08_CANDIDATE	PASS_AS_PRELIMINARY_FAMILY	NO
