occurrence_id	run_order	seed_id	seed_phrase	provider_request_id	carrier_locator	channel	position	raw_phrase	raw_count	exact_normalized_key	normalized_phrase_id	implicit_duplicate_group_id	implicit_duplicate_state	collapsed_to_normalized_phrase_id	mapping_reason	notes
R001|results|0055	1	S001	амулет	wordstat-86e7b86f-b118-4a08-b4bf-564b053de070	STEP_03_WORDSTAT_RAW/MANUAL__001_CURRENT_REQUERY__wordstat-86e7b86f-b118-4a08-b4bf-564b053de070.raw.txt	results	55	купить чери амулет	5516	купить чери амулет	NP00055		NONE		ONE_TO_ONE_EXACT_NORMALIZED_KEY	Raw occurrence remains independently addressable in this ledger.
R001|results|0056	1	S001	амулет	wordstat-86e7b86f-b118-4a08-b4bf-564b053de070	STEP_03_WORDSTAT_RAW/MANUAL__001_CURRENT_REQUERY__wordstat-86e7b86f-b118-4a08-b4bf-564b053de070.raw.txt	results	56	астрал амулет	5404	астрал амулет	NP00056		NONE		ONE_TO_ONE_EXACT_NORMALIZED_KEY	Raw occurrence remains independently addressable in this ledger.
R001|results|0057	1	S001	амулет	wordstat-86e7b86f-b118-4a08-b4bf-564b053de070	STEP_03_WORDSTAT_RAW/MANUAL__001_CURRENT_REQUERY__wordstat-86e7b86f-b118-4a08-b4bf-564b053de070.raw.txt	results	57	астрал амулет зла	5344	астрал амулет зла	NP00057		NONE		ONE_TO_ONE_EXACT_NORMALIZED_KEY	Raw occurrence remains independently addressable in this ledger.
R001|results|0058	1	S001	амулет	wordstat-86e7b86f-b118-4a08-b4bf-564b053de070	STEP_03_WORDSTAT_RAW/MANUAL__001_CURRENT_REQUERY__wordstat-86e7b86f-b118-4a08-b4bf-564b053de070.raw.txt	results	58	террария амулеты	5321	террария амулеты	NP00058		NONE		ONE_TO_ONE_EXACT_NORMALIZED_KEY	Raw occurrence remains independently addressable in this ledger.
R001|results|0059	1	S001	амулет	wordstat-86e7b86f-b118-4a08-b4bf-564b053de070	STEP_03_WORDSTAT_RAW/MANUAL__001_CURRENT_REQUERY__wordstat-86e7b86f-b118-4a08-b4bf-564b053de070.raw.txt	results	59	бесплатные амулеты	5103	бесплатные амулеты	NP00059		NONE		ONE_TO_ONE_EXACT_NORMALIZED_KEY	Raw occurrence remains independently addressable in this ledger.
R001|results|0060	1	S001	амулет	wordstat-86e7b86f-b118-4a08-b4bf-564b053de070	STEP_03_WORDSTAT_RAW/MANUAL__001_CURRENT_REQUERY__wordstat-86e7b86f-b118-4a08-b4bf-564b053de070.raw.txt	results	60	амулеты скайрим	4687	амулеты скайрим	NP00060		NONE		ONE_TO_ONE_EXACT_NORMALIZED_KEY	Raw occurrence remains independently addressable in this ledger.
R001|results|0061	1	S001	амулет	wordstat-86e7b86f-b118-4a08-b4bf-564b053de070	STEP_03_WORDSTAT_RAW/MANUAL__001_CURRENT_REQUERY__wordstat-86e7b86f-b118-4a08-b4bf-564b053de070.raw.txt	results	61	амулет 3	4644	амулет 3	NP00061		NONE		ONE_TO_ONE_EXACT_NORMALIZED_KEY	Raw occurrence remains independently addressable in this ledger.
R001|results|0062	1	S001	амулет	wordstat-86e7b86f-b118-4a08-b4bf-564b053de070	STEP_03_WORDSTAT_RAW/MANUAL__001_CURRENT_REQUERY__wordstat-86e7b86f-b118-4a08-b4bf-564b053de070.raw.txt	results	62	двигатель амулет	4607	двигатель амулет	NP00062		NONE		ONE_TO_ONE_EXACT_NORMALIZED_KEY	Raw occurrence remains independently addressable in this ledger.
R001|results|0063	1	S001	амулет	wordstat-86e7b86f-b118-4a08-b4bf-564b053de070	STEP_03_WORDSTAT_RAW/MANUAL__001_CURRENT_REQUERY__wordstat-86e7b86f-b118-4a08-b4bf-564b053de070.raw.txt	results	63	можно амулет	4584	можно амулет	NP00063		NONE		ONE_TO_ONE_EXACT_NORMALIZED_KEY	Raw occurrence remains independently addressable in this ledger.
R001|results|0064	1	S001	амулет	wordstat-86e7b86f-b118-4a08-b4bf-564b053de070	STEP_03_WORDSTAT_RAW/MANUAL__001_CURRENT_REQUERY__wordstat-86e7b86f-b118-4a08-b4bf-564b053de070.raw.txt	results	64	получить амулет	4507	получить амулет	NP00064		NONE		ONE_TO_ONE_EXACT_NORMALIZED_KEY	Raw occurrence remains independently addressable in this ledger.
R001|results|0065	1	S001	амулет	wordstat-86e7b86f-b118-4a08-b4bf-564b053de070	STEP_03_WORDSTAT_RAW/MANUAL__001_CURRENT_REQUERY__wordstat-86e7b86f-b118-4a08-b4bf-564b053de070.raw.txt	results	65	амулет зла фильм	4408	амулет зла фильм	NP00065		NONE		ONE_TO_ONE_EXACT_NORMALIZED_KEY	Raw occurrence remains independently addressable in this ledger.
R001|results|0066	1	S001	амулет	wordstat-86e7b86f-b118-4a08-b4bf-564b053de070	STEP_03_WORDSTAT_RAW/MANUAL__001_CURRENT_REQUERY__wordstat-86e7b86f-b118-4a08-b4bf-564b053de070.raw.txt	results	66	астрал амулет фильм	4387	астрал амулет фильм	NP00066		NONE		ONE_TO_ONE_EXACT_NORMALIZED_KEY	Raw occurrence remains independently addressable in this ledger.
R001|results|0067	1	S001	амулет	wordstat-86e7b86f-b118-4a08-b4bf-564b053de070	STEP_03_WORDSTAT_RAW/MANUAL__001_CURRENT_REQUERY__wordstat-86e7b86f-b118-4a08-b4bf-564b053de070.raw.txt	results	67	астрал амулет зла фильм	4383	астрал амулет зла фильм	NP00067		NONE		ONE_TO_ONE_EXACT_NORMALIZED_KEY	Raw occurrence remains independently addressable in this ledger.
R001|results|0068	1	S001	амулет	wordstat-86e7b86f-b118-4a08-b4bf-564b053de070	STEP_03_WORDSTAT_RAW/MANUAL__001_CURRENT_REQUERY__wordstat-86e7b86f-b118-4a08-b4bf-564b053de070.raw.txt	results	68	амулет а 15	4254	амулет а 15	NP00068		NONE		ONE_TO_ONE_EXACT_NORMALIZED_KEY	Raw occurrence remains independently addressable in this ledger.
R001|results|0069	1	S001	амулет	wordstat-86e7b86f-b118-4a08-b4bf-564b053de070	STEP_03_WORDSTAT_RAW/MANUAL__001_CURRENT_REQUERY__wordstat-86e7b86f-b118-4a08-b4bf-564b053de070.raw.txt	results	69	амулет 2025	4230	амулет 2025	NP00069		NONE		ONE_TO_ONE_EXACT_NORMALIZED_KEY	Raw occurrence remains independently addressable in this ledger.
R001|results|0070	1	S001	амулет	wordstat-86e7b86f-b118-4a08-b4bf-564b053de070	STEP_03_WORDSTAT_RAW/MANUAL__001_CURRENT_REQUERY__wordstat-86e7b86f-b118-4a08-b4bf-564b053de070.raw.txt	results	70	амулет датчики	4212	амулет датчики	NP00070		NONE		ONE_TO_ONE_EXACT_NORMALIZED_KEY	Raw occurrence remains independently addressable in this ledger.
R001|results|0071	1	S001	амулет	wordstat-86e7b86f-b118-4a08-b4bf-564b053de070	STEP_03_WORDSTAT_RAW/MANUAL__001_CURRENT_REQUERY__wordstat-86e7b86f-b118-4a08-b4bf-564b053de070.raw.txt	results	71	амулет зла 2025	4151	амулет зла 2025	NP00071		NONE		ONE_TO_ONE_EXACT_NORMALIZED_KEY	Raw occurrence remains independently addressable in this ledger.
R001|results|0072	1	S001	амулет	wordstat-86e7b86f-b118-4a08-b4bf-564b053de070	STEP_03_WORDSTAT_RAW/MANUAL__001_CURRENT_REQUERY__wordstat-86e7b86f-b118-4a08-b4bf-564b053de070.raw.txt	results	72	астрал амулет зла 2025	4147	астрал амулет зла 2025	NP00072		NONE		ONE_TO_ONE_EXACT_NORMALIZED_KEY	Raw occurrence remains independently addressable in this ledger.
R001|results|0073	1	S001	амулет	wordstat-86e7b86f-b118-4a08-b4bf-564b053de070	STEP_03_WORDSTAT_RAW/MANUAL__001_CURRENT_REQUERY__wordstat-86e7b86f-b118-4a08-b4bf-564b053de070.raw.txt	results	73	новый амулет	4145	новый амулет	NP00073		NONE		ONE_TO_ONE_EXACT_NORMALIZED_KEY	Raw occurrence remains independently addressable in this ledger.
R001|results|0074	1	S001	амулет	wordstat-86e7b86f-b118-4a08-b4bf-564b053de070	STEP_03_WORDSTAT_RAW/MANUAL__001_CURRENT_REQUERY__wordstat-86e7b86f-b118-4a08-b4bf-564b053de070.raw.txt	results	74	амулет фильм 2025	4112	амулет фильм 2025	NP00074		NONE		ONE_TO_ONE_EXACT_NORMALIZED_KEY	Raw occurrence remains independently addressable in this ledger.
R001|results|0075	1	S001	амулет	wordstat-86e7b86f-b118-4a08-b4bf-564b053de070	STEP_03_WORDSTAT_RAW/MANUAL__001_CURRENT_REQUERY__wordstat-86e7b86f-b118-4a08-b4bf-564b053de070.raw.txt	results	75	астрал амулет зла фильм 2025	4107	астрал амулет зла фильм 2025	NP00075		NONE		ONE_TO_ONE_EXACT_NORMALIZED_KEY	Raw occurrence remains independently addressable in this ledger.
R001|results|0076	1	S001	амулет	wordstat-86e7b86f-b118-4a08-b4bf-564b053de070	STEP_03_WORDSTAT_RAW/MANUAL__001_CURRENT_REQUERY__wordstat-86e7b86f-b118-4a08-b4bf-564b053de070.raw.txt	results	76	счастливый амулет бесплатно	4102	счастливый амулет бесплатно	NP00076		NONE		ONE_TO_ONE_EXACT_NORMALIZED_KEY	Raw occurrence remains independently addressable in this ledger.
R001|results|0077	1	S001	амулет	wordstat-86e7b86f-b118-4a08-b4bf-564b053de070	STEP_03_WORDSTAT_RAW/MANUAL__001_CURRENT_REQUERY__wordstat-86e7b86f-b118-4a08-b4bf-564b053de070.raw.txt	results	77	счастливый амулет читать бесплатно	4022	счастливый амулет читать бесплатно	NP00077		NONE		ONE_TO_ONE_EXACT_NORMALIZED_KEY	Raw occurrence remains independently addressable in this ledger.
R001|results|0078	1	S001	амулет	wordstat-86e7b86f-b118-4a08-b4bf-564b053de070	STEP_03_WORDSTAT_RAW/MANUAL__001_CURRENT_REQUERY__wordstat-86e7b86f-b118-4a08-b4bf-564b053de070.raw.txt	results	78	лучший амулет	3948	лучший амулет	NP00078		NONE		ONE_TO_ONE_EXACT_NORMALIZED_KEY	Raw occurrence remains independently addressable in this ledger.
R001|results|0079	1	S001	амулет	wordstat-86e7b86f-b118-4a08-b4bf-564b053de070	STEP_03_WORDSTAT_RAW/MANUAL__001_CURRENT_REQUERY__wordstat-86e7b86f-b118-4a08-b4bf-564b053de070.raw.txt	results	79	двигатель чери амулет	3901	двигатель чери амулет	NP00079		NONE	NP00079	COLLAPSED_EXACT_DUPLICATE_TO_ANALYTICAL_IDENTITY	Raw occurrence remains independently addressable in this ledger.
R062|associations|0011	62	Q014	(амулет|оберег|талисман) Хорс	wordstat-a508c682-ab59-41b1-9fab-f2cebcc440ed	STEP_03_WORDSTAT_RAW/MANUAL__062__wordstat-a508c682-ab59-41b1-9fab-f2cebcc440ed.raw.txt	associations	11	двигатель чери амулет	3776	двигатель чери амулет	NP00079		NONE	NP00079	COLLAPSED_EXACT_DUPLICATE_TO_ANALYTICAL_IDENTITY	Raw occurrence remains independently addressable in this ledger.
R001|results|0080	1	S001	амулет	wordstat-86e7b86f-b118-4a08-b4bf-564b053de070	STEP_03_WORDSTAT_RAW/MANUAL__001_CURRENT_REQUERY__wordstat-86e7b86f-b118-4a08-b4bf-564b053de070.raw.txt	results	80	часть амулета	3894	часть амулета	NP00080		NONE		ONE_TO_ONE_EXACT_NORMALIZED_KEY	Raw occurrence remains independently addressable in this ledger.
R001|results|0081	1	S001	амулет	wordstat-86e7b86f-b118-4a08-b4bf-564b053de070	STEP_03_WORDSTAT_RAW/MANUAL__001_CURRENT_REQUERY__wordstat-86e7b86f-b118-4a08-b4bf-564b053de070.raw.txt	results	81	амулет замена	3836	амулет замена	NP00081		NONE		ONE_TO_ONE_EXACT_NORMALIZED_KEY	Raw occurrence remains independently addressable in this ledger.
R001|results|0082	1	S001	амулет	wordstat-86e7b86f-b118-4a08-b4bf-564b053de070	STEP_03_WORDSTAT_RAW/MANUAL__001_CURRENT_REQUERY__wordstat-86e7b86f-b118-4a08-b4bf-564b053de070.raw.txt	results	82	амулеты в пик	3824	амулеты в пик	NP00082		NONE		ONE_TO_ONE_EXACT_NORMALIZED_KEY	Raw occurrence remains independently addressable in this ledger.
R001|results|0083	1	S001	амулет	wordstat-86e7b86f-b118-4a08-b4bf-564b053de070	STEP_03_WORDSTAT_RAW/MANUAL__001_CURRENT_REQUERY__wordstat-86e7b86f-b118-4a08-b4bf-564b053de070.raw.txt	results	83	амулет оберег	3767	амулет оберег	NP00083		NONE	NP00083	COLLAPSED_EXACT_DUPLICATE_TO_ANALYTICAL_IDENTITY	Raw occurrence remains independently addressable in this ledger.
R002|results|0046	2	S002	оберег	wordstat-59d28ae6-a727-400c-8cb4-9a9e6ca352a0	STEP_03_WORDSTAT_RAW/REQUERY_COMPRESSED/README_RECONSTRUCTION_2026-09-09.md#R001	results	46	амулет оберег	3746	амулет оберег	NP00083		NONE	NP00083	COLLAPSED_EXACT_DUPLICATE_TO_ANALYTICAL_IDENTITY	Raw occurrence remains independently addressable in this ledger.
R001|results|0084	1	S001	амулет	wordstat-86e7b86f-b118-4a08-b4bf-564b053de070	STEP_03_WORDSTAT_RAW/MANUAL__001_CURRENT_REQUERY__wordstat-86e7b86f-b118-4a08-b4bf-564b053de070.raw.txt	results	84	счастливый амулет рассказы яндекс	3620	счастливый амулет рассказы яндекс	NP00084		NONE		ONE_TO_ONE_EXACT_NORMALIZED_KEY	Raw occurrence remains independently addressable in this ledger.
R001|results|0085	1	S001	амулет	wordstat-86e7b86f-b118-4a08-b4bf-564b053de070	STEP_03_WORDSTAT_RAW/MANUAL__001_CURRENT_REQUERY__wordstat-86e7b86f-b118-4a08-b4bf-564b053de070.raw.txt	results	85	счастливый амулет яндекс дзен рассказы	3616	счастливый амулет яндекс дзен рассказы	NP00085		NONE		ONE_TO_ONE_EXACT_NORMALIZED_KEY	Raw occurrence remains independently addressable in this ledger.
R001|results|0086	1	S001	амулет	wordstat-86e7b86f-b118-4a08-b4bf-564b053de070	STEP_03_WORDSTAT_RAW/MANUAL__001_CURRENT_REQUERY__wordstat-86e7b86f-b118-4a08-b4bf-564b053de070.raw.txt	results	86	читать дзен бесплатно амулет	3533	читать дзен бесплатно амулет	NP00086		NONE		ONE_TO_ONE_EXACT_NORMALIZED_KEY	Raw occurrence remains independently addressable in this ledger.
R001|results|0087	1	S001	амулет	wordstat-86e7b86f-b118-4a08-b4bf-564b053de070	STEP_03_WORDSTAT_RAW/MANUAL__001_CURRENT_REQUERY__wordstat-86e7b86f-b118-4a08-b4bf-564b053de070.raw.txt	results	87	счастливый амулет дзен читать бесплатно	3530	счастливый амулет дзен читать бесплатно	NP00087		NONE		ONE_TO_ONE_EXACT_NORMALIZED_KEY	Raw occurrence remains independently addressable in this ledger.
R001|results|0088	1	S001	амулет	wordstat-86e7b86f-b118-4a08-b4bf-564b053de070	STEP_03_WORDSTAT_RAW/MANUAL__001_CURRENT_REQUERY__wordstat-86e7b86f-b118-4a08-b4bf-564b053de070.raw.txt	results	88	амулет навигация	3524	амулет навигация	NP00088		NONE		ONE_TO_ONE_EXACT_NORMALIZED_KEY	Raw occurrence remains independently addressable in this ledger.
R001|results|0089	1	S001	амулет	wordstat-86e7b86f-b118-4a08-b4bf-564b053de070	STEP_03_WORDSTAT_RAW/MANUAL__001_CURRENT_REQUERY__wordstat-86e7b86f-b118-4a08-b4bf-564b053de070.raw.txt	results	89	счастливый амулет навигация	3519	счастливый амулет навигация	NP00089		NONE		ONE_TO_ONE_EXACT_NORMALIZED_KEY	Raw occurrence remains independently addressable in this ledger.
R001|results|0090	1	S001	амулет	wordstat-86e7b86f-b118-4a08-b4bf-564b053de070	STEP_03_WORDSTAT_RAW/MANUAL__001_CURRENT_REQUERY__wordstat-86e7b86f-b118-4a08-b4bf-564b053de070.raw.txt	results	90	сколько амулет	3493	сколько амулет	NP00090		NONE		ONE_TO_ONE_EXACT_NORMALIZED_KEY	Raw occurrence remains independently addressable in this ledger.
R001|results|0091	1	S001	амулет	wordstat-86e7b86f-b118-4a08-b4bf-564b053de070	STEP_03_WORDSTAT_RAW/MANUAL__001_CURRENT_REQUERY__wordstat-86e7b86f-b118-4a08-b4bf-564b053de070.raw.txt	results	91	счастливый амулет рассказ и город перестал	3431	счастливый амулет рассказ и город перестал	NP00091		NONE		ONE_TO_ONE_EXACT_NORMALIZED_KEY	Raw occurrence remains independently addressable in this ledger.
R001|results|0092	1	S001	амулет	wordstat-86e7b86f-b118-4a08-b4bf-564b053de070	STEP_03_WORDSTAT_RAW/MANUAL__001_CURRENT_REQUERY__wordstat-86e7b86f-b118-4a08-b4bf-564b053de070.raw.txt	results	92	амулет лавы	3417	амулет лавы	NP00092		NONE		ONE_TO_ONE_EXACT_NORMALIZED_KEY	Raw occurrence remains independently addressable in this ledger.
R001|results|0093	1	S001	амулет	wordstat-86e7b86f-b118-4a08-b4bf-564b053de070	STEP_03_WORDSTAT_RAW/MANUAL__001_CURRENT_REQUERY__wordstat-86e7b86f-b118-4a08-b4bf-564b053de070.raw.txt	results	93	чери амулет датчик	3408	чери амулет датчик	NP00093		NONE		ONE_TO_ONE_EXACT_NORMALIZED_KEY	Raw occurrence remains independently addressable in this ledger.
R001|results|0094	1	S001	амулет	wordstat-86e7b86f-b118-4a08-b4bf-564b053de070	STEP_03_WORDSTAT_RAW/MANUAL__001_CURRENT_REQUERY__wordstat-86e7b86f-b118-4a08-b4bf-564b053de070.raw.txt	results	94	рассказ и город перестал дышать счастливый амулет	3403	рассказ и город перестал дышать счастливый амулет	NP00094		NONE		ONE_TO_ONE_EXACT_NORMALIZED_KEY	Raw occurrence remains independently addressable in this ledger.
R001|results|0095	1	S001	амулет	wordstat-86e7b86f-b118-4a08-b4bf-564b053de070	STEP_03_WORDSTAT_RAW/MANUAL__001_CURRENT_REQUERY__wordstat-86e7b86f-b118-4a08-b4bf-564b053de070.raw.txt	results	95	чери амулет а 15	3332	чери амулет а 15	NP00095		NONE		ONE_TO_ONE_EXACT_NORMALIZED_KEY	Raw occurrence remains independently addressable in this ledger.
R001|results|0096	1	S001	амулет	wordstat-86e7b86f-b118-4a08-b4bf-564b053de070	STEP_03_WORDSTAT_RAW/MANUAL__001_CURRENT_REQUERY__wordstat-86e7b86f-b118-4a08-b4bf-564b053de070.raw.txt	results	96	амулет игра	3274	амулет игра	NP00096		NONE		ONE_TO_ONE_EXACT_NORMALIZED_KEY	Raw occurrence remains independently addressable in this ledger.
R001|results|0097	1	S001	амулет	wordstat-86e7b86f-b118-4a08-b4bf-564b053de070	STEP_03_WORDSTAT_RAW/MANUAL__001_CURRENT_REQUERY__wordstat-86e7b86f-b118-4a08-b4bf-564b053de070.raw.txt	results	97	чери амулет замена	3157	чери амулет замена	NP00097		NONE		ONE_TO_ONE_EXACT_NORMALIZED_KEY	Raw occurrence remains independently addressable in this ledger.
R001|results|0098	1	S001	амулет	wordstat-86e7b86f-b118-4a08-b4bf-564b053de070	STEP_03_WORDSTAT_RAW/MANUAL__001_CURRENT_REQUERY__wordstat-86e7b86f-b118-4a08-b4bf-564b053de070.raw.txt	results	98	готика амулет	3098	готика амулет	NP00098		NONE		ONE_TO_ONE_EXACT_NORMALIZED_KEY	Raw occurrence remains independently addressable in this ledger.
R001|results|0099	1	S001	амулет	wordstat-86e7b86f-b118-4a08-b4bf-564b053de070	STEP_03_WORDSTAT_RAW/MANUAL__001_CURRENT_REQUERY__wordstat-86e7b86f-b118-4a08-b4bf-564b053de070.raw.txt	results	99	счастливый амулет новое	2976	счастливый амулет новое	NP00099		NONE		ONE_TO_ONE_EXACT_NORMALIZED_KEY	Raw occurrence remains independently addressable in this ledger.
