raw_occurrence_id	normalized_phrase_id	canonical_phrase	raw_phrase	current_step03b_state	current_step03b_reason	step04_scope_state	post_sanitation_family_id	family_assignment_reason	family_context_supports_business	ambiguity_class	later_evidence_needed	source_seed_run_provenance_locator	historical_step04_family_id	historical_step04_family_label	historical_vs_new_family_relation	raw_observed_count_descriptive_only	frequency_used_for_assignment
R001|results|0027	NP00027	амулет дзен читать	амулет дзен читать	EXCLUDE	EXCLUDE_EXPLICIT_DIGITAL_MEDIA_CONSUMPTION_CONTEXT	EXCLUDED_HISTORY	NOT_IN_STEP04_SEMANTIC_SCOPE	CORRECTED_STEP03B_EXCLUDE_PRESERVED_AS_HISTORY	NO	NONE_CURRENT_STEP03B_EXCLUDE	NONE	run=1|seed=S001|request=wordstat-86e7b86f-b118-4a08-b4bf-564b053de070|carrier=STEP_03_WORDSTAT_RAW/MANUAL__001_CURRENT_REQUERY__wordstat-86e7b86f-b118-4a08-b4bf-564b053de070.raw.txt|channel=results|position=27	F017	Книги, аудиокниги, сериалы, фильмы и музыка	EXCLUDED_HISTORY_NOT_RETRIAGED	12686	NO
R001|results|0028	NP00028	счастливый амулет дзен читать	счастливый амулет дзен читать	EXCLUDE	EXCLUDE_EXPLICIT_DIGITAL_MEDIA_CONSUMPTION_CONTEXT	EXCLUDED_HISTORY	NOT_IN_STEP04_SEMANTIC_SCOPE	CORRECTED_STEP03B_EXCLUDE_PRESERVED_AS_HISTORY	NO	NONE_CURRENT_STEP03B_EXCLUDE	NONE	run=1|seed=S001|request=wordstat-86e7b86f-b118-4a08-b4bf-564b053de070|carrier=STEP_03_WORDSTAT_RAW/MANUAL__001_CURRENT_REQUERY__wordstat-86e7b86f-b118-4a08-b4bf-564b053de070.raw.txt|channel=results|position=28	F017	Книги, аудиокниги, сериалы, фильмы и музыка	EXCLUDED_HISTORY_NOT_RETRIAGED	12680	NO
R001|results|0029	NP00029	купить амулет	купить амулет	KEEP	KEEP_FROZEN_CLIENT_PRODUCT_CLASS_WITHOUT_FOREIGN_CONTEXT	ACTIVE_SEMANTIC_SCOPE	PSF002	SUPPORTED_GENERIC_PRODUCT_COMMERCE	YES	LOW_AT_FAMILY_LEVEL	STEP10	run=1|seed=S001|request=wordstat-86e7b86f-b118-4a08-b4bf-564b053de070|carrier=STEP_03_WORDSTAT_RAW/MANUAL__001_CURRENT_REQUERY__wordstat-86e7b86f-b118-4a08-b4bf-564b053de070.raw.txt|channel=results|position=29	F002	Общие товарные слова с явным коммерческим модификатором	PRESERVED_OR_REFINED	12350	NO
R001|results|0030	NP00030	счастливый амулет на дзене	счастливый амулет на дзене	HOLD	HOLD_TITLE_LIKE_PRODUCT_WORD_COLLISION	HOLD_SEMANTIC_SCOPE	PSF018	REASON_BOUND_MEDIA_TITLE_OR_ACTION_COLLISION	MIXED	PRODUCT_NAME_VS_MEDIA_TITLE	SERP_REQUIRED	run=1|seed=S001|request=wordstat-86e7b86f-b118-4a08-b4bf-564b053de070|carrier=STEP_03_WORDSTAT_RAW/MANUAL__001_CURRENT_REQUERY__wordstat-86e7b86f-b118-4a08-b4bf-564b053de070.raw.txt|channel=results|position=30	F017	Книги, аудиокниги, сериалы, фильмы и музыка	PRESERVED_OR_REFINED	10782	NO
R001|results|0031	NP00031	амулет дзен рассказы	амулет дзен рассказы	EXCLUDE	EXCLUDE_EXPLICIT_MEDIA_WORK_OR_EPISODE_CONTEXT	EXCLUDED_HISTORY	NOT_IN_STEP04_SEMANTIC_SCOPE	CORRECTED_STEP03B_EXCLUDE_PRESERVED_AS_HISTORY	NO	NONE_CURRENT_STEP03B_EXCLUDE	NONE	run=1|seed=S001|request=wordstat-86e7b86f-b118-4a08-b4bf-564b053de070|carrier=STEP_03_WORDSTAT_RAW/MANUAL__001_CURRENT_REQUERY__wordstat-86e7b86f-b118-4a08-b4bf-564b053de070.raw.txt|channel=results|position=31	F017	Книги, аудиокниги, сериалы, фильмы и музыка	EXCLUDED_HISTORY_NOT_RETRIAGED	10322	NO
R001|results|0032	NP00032	счастливый амулет дзен рассказы	счастливый амулет дзен рассказы	EXCLUDE	EXCLUDE_EXPLICIT_MEDIA_WORK_OR_EPISODE_CONTEXT	EXCLUDED_HISTORY	NOT_IN_STEP04_SEMANTIC_SCOPE	CORRECTED_STEP03B_EXCLUDE_PRESERVED_AS_HISTORY	NO	NONE_CURRENT_STEP03B_EXCLUDE	NONE	run=1|seed=S001|request=wordstat-86e7b86f-b118-4a08-b4bf-564b053de070|carrier=STEP_03_WORDSTAT_RAW/MANUAL__001_CURRENT_REQUERY__wordstat-86e7b86f-b118-4a08-b4bf-564b053de070.raw.txt|channel=results|position=32	F017	Книги, аудиокниги, сериалы, фильмы и музыка	EXCLUDED_HISTORY_NOT_RETRIAGED	10300	NO
R001|results|0033	NP00033	амулет 2	амулет 2	KEEP	KEEP_FROZEN_CLIENT_PRODUCT_CLASS_WITHOUT_FOREIGN_CONTEXT	ACTIVE_SEMANTIC_SCOPE	PSF001	SUPPORTED_GENERIC_PRODUCT_UNQUALIFIED	YES	GENERIC_PRODUCT_NOUN_NEEDS_REFERENT	STEP10	run=1|seed=S001|request=wordstat-86e7b86f-b118-4a08-b4bf-564b053de070|carrier=STEP_03_WORDSTAT_RAW/MANUAL__001_CURRENT_REQUERY__wordstat-86e7b86f-b118-4a08-b4bf-564b053de070.raw.txt|channel=results|position=33	F025	Общее товарное слово в неразрешённом контексте	PRESERVED_OR_REFINED	9711	NO
R001|results|0034	NP00034	счастливый амулет дзен и город перестал	счастливый амулет дзен и город перестал	HOLD	HOLD_PRODUCT_OR_CATALOG_NAME_WITH_PLACE_OR_ORGANIZATION	HOLD_SEMANTIC_SCOPE	PSF021	REASON_BOUND_ENTITY_OR_PLATFORM_COLLISION	MIXED	PRODUCT_NAME_VS_PERSON_PLACE_OR_ORGANIZATION	SERP_REQUIRED	run=1|seed=S001|request=wordstat-86e7b86f-b118-4a08-b4bf-564b053de070|carrier=STEP_03_WORDSTAT_RAW/MANUAL__001_CURRENT_REQUERY__wordstat-86e7b86f-b118-4a08-b4bf-564b053de070.raw.txt|channel=results|position=34	F017	Книги, аудиокниги, сериалы, фильмы и музыка	MOVED_BETWEEN_FAMILY_MEANINGS	7657	NO
R001|results|0035	NP00035	счастливый амулет дзен и город перестал дышать	счастливый амулет дзен и город перестал дышать	HOLD	HOLD_PRODUCT_OR_CATALOG_NAME_WITH_PLACE_OR_ORGANIZATION	HOLD_SEMANTIC_SCOPE	PSF021	REASON_BOUND_ENTITY_OR_PLATFORM_COLLISION	MIXED	PRODUCT_NAME_VS_PERSON_PLACE_OR_ORGANIZATION	SERP_REQUIRED	run=1|seed=S001|request=wordstat-86e7b86f-b118-4a08-b4bf-564b053de070|carrier=STEP_03_WORDSTAT_RAW/MANUAL__001_CURRENT_REQUERY__wordstat-86e7b86f-b118-4a08-b4bf-564b053de070.raw.txt|channel=results|position=35	F017	Книги, аудиокниги, сериалы, фильмы и музыка	MOVED_BETWEEN_FAMILY_MEANINGS	7601	NO
R001|results|0036	NP00036	читать рассказы амулет	читать рассказы амулет	EXCLUDE	EXCLUDE_EXPLICIT_MEDIA_WORK_OR_EPISODE_CONTEXT	EXCLUDED_HISTORY	NOT_IN_STEP04_SEMANTIC_SCOPE	CORRECTED_STEP03B_EXCLUDE_PRESERVED_AS_HISTORY	NO	NONE_CURRENT_STEP03B_EXCLUDE	NONE	run=1|seed=S001|request=wordstat-86e7b86f-b118-4a08-b4bf-564b053de070|carrier=STEP_03_WORDSTAT_RAW/MANUAL__001_CURRENT_REQUERY__wordstat-86e7b86f-b118-4a08-b4bf-564b053de070.raw.txt|channel=results|position=36	F017	Книги, аудиокниги, сериалы, фильмы и музыка	EXCLUDED_HISTORY_NOT_RETRIAGED	7379	NO
R001|results|0037	NP00037	читать рассказ счастливый амулет	читать рассказ счастливый амулет	EXCLUDE	EXCLUDE_EXPLICIT_MEDIA_WORK_OR_EPISODE_CONTEXT	EXCLUDED_HISTORY	NOT_IN_STEP04_SEMANTIC_SCOPE	CORRECTED_STEP03B_EXCLUDE_PRESERVED_AS_HISTORY	NO	NONE_CURRENT_STEP03B_EXCLUDE	NONE	run=1|seed=S001|request=wordstat-86e7b86f-b118-4a08-b4bf-564b053de070|carrier=STEP_03_WORDSTAT_RAW/MANUAL__001_CURRENT_REQUERY__wordstat-86e7b86f-b118-4a08-b4bf-564b053de070.raw.txt|channel=results|position=37	F017	Книги, аудиокниги, сериалы, фильмы и музыка	EXCLUDED_HISTORY_NOT_RETRIAGED	7364	NO
R001|results|0038	NP00038	hollow knight амулеты	hollow knight амулеты	EXCLUDE	EXCLUDE_EXPLICIT_GAME_OR_GAME_ITEM_CONTEXT	EXCLUDED_HISTORY	NOT_IN_STEP04_SEMANTIC_SCOPE	CORRECTED_STEP03B_EXCLUDE_PRESERVED_AS_HISTORY	NO	NONE_CURRENT_STEP03B_EXCLUDE	NONE	run=1|seed=S001|request=wordstat-86e7b86f-b118-4a08-b4bf-564b053de070|carrier=STEP_03_WORDSTAT_RAW/MANUAL__001_CURRENT_REQUERY__wordstat-86e7b86f-b118-4a08-b4bf-564b053de070.raw.txt|channel=results|position=38	F025	Общее товарное слово в неразрешённом контексте	EXCLUDED_HISTORY_NOT_RETRIAGED	7254	NO
R001|results|0039	NP00039	фильм амулет	фильм амулет	EXCLUDE	EXCLUDE_EXPLICIT_MEDIA_WORK_OR_EPISODE_CONTEXT	EXCLUDED_HISTORY	NOT_IN_STEP04_SEMANTIC_SCOPE	CORRECTED_STEP03B_EXCLUDE_PRESERVED_AS_HISTORY	NO	NONE_CURRENT_STEP03B_EXCLUDE	NONE	run=1|seed=S001|request=wordstat-86e7b86f-b118-4a08-b4bf-564b053de070|carrier=STEP_03_WORDSTAT_RAW/MANUAL__001_CURRENT_REQUERY__wordstat-86e7b86f-b118-4a08-b4bf-564b053de070.raw.txt|channel=results|position=39	F017	Книги, аудиокниги, сериалы, фильмы и музыка	EXCLUDED_HISTORY_NOT_RETRIAGED	7099	NO
R001|results|0040	NP00040	амулет дзен рассказы читать	амулет дзен рассказы читать	EXCLUDE	EXCLUDE_EXPLICIT_MEDIA_WORK_OR_EPISODE_CONTEXT	EXCLUDED_HISTORY	NOT_IN_STEP04_SEMANTIC_SCOPE	CORRECTED_STEP03B_EXCLUDE_PRESERVED_AS_HISTORY	NO	NONE_CURRENT_STEP03B_EXCLUDE	NONE	run=1|seed=S001|request=wordstat-86e7b86f-b118-4a08-b4bf-564b053de070|carrier=STEP_03_WORDSTAT_RAW/MANUAL__001_CURRENT_REQUERY__wordstat-86e7b86f-b118-4a08-b4bf-564b053de070.raw.txt|channel=results|position=40	F017	Книги, аудиокниги, сериалы, фильмы и музыка	EXCLUDED_HISTORY_NOT_RETRIAGED	6740	NO
R001|results|0041	NP00041	счастливый амулет дзен рассказы читать	счастливый амулет дзен рассказы читать	EXCLUDE	EXCLUDE_EXPLICIT_MEDIA_WORK_OR_EPISODE_CONTEXT	EXCLUDED_HISTORY	NOT_IN_STEP04_SEMANTIC_SCOPE	CORRECTED_STEP03B_EXCLUDE_PRESERVED_AS_HISTORY	NO	NONE_CURRENT_STEP03B_EXCLUDE	NONE	run=1|seed=S001|request=wordstat-86e7b86f-b118-4a08-b4bf-564b053de070|carrier=STEP_03_WORDSTAT_RAW/MANUAL__001_CURRENT_REQUERY__wordstat-86e7b86f-b118-4a08-b4bf-564b053de070.raw.txt|channel=results|position=41	F017	Книги, аудиокниги, сериалы, фильмы и музыка	EXCLUDED_HISTORY_NOT_RETRIAGED	6737	NO
R001|results|0042	NP00042	рассказы на дзене амулет	рассказы на дзене амулет	EXCLUDE	EXCLUDE_EXPLICIT_MEDIA_WORK_OR_EPISODE_CONTEXT	EXCLUDED_HISTORY	NOT_IN_STEP04_SEMANTIC_SCOPE	CORRECTED_STEP03B_EXCLUDE_PRESERVED_AS_HISTORY	NO	NONE_CURRENT_STEP03B_EXCLUDE	NONE	run=1|seed=S001|request=wordstat-86e7b86f-b118-4a08-b4bf-564b053de070|carrier=STEP_03_WORDSTAT_RAW/MANUAL__001_CURRENT_REQUERY__wordstat-86e7b86f-b118-4a08-b4bf-564b053de070.raw.txt|channel=results|position=42	F017	Книги, аудиокниги, сериалы, фильмы и музыка	EXCLUDED_HISTORY_NOT_RETRIAGED	6294	NO
R001|results|0043	NP00043	рассказ на дзене счастливый амулет	рассказ на дзене счастливый амулет	EXCLUDE	EXCLUDE_EXPLICIT_MEDIA_WORK_OR_EPISODE_CONTEXT	EXCLUDED_HISTORY	NOT_IN_STEP04_SEMANTIC_SCOPE	CORRECTED_STEP03B_EXCLUDE_PRESERVED_AS_HISTORY	NO	NONE_CURRENT_STEP03B_EXCLUDE	NONE	run=1|seed=S001|request=wordstat-86e7b86f-b118-4a08-b4bf-564b053de070|carrier=STEP_03_WORDSTAT_RAW/MANUAL__001_CURRENT_REQUERY__wordstat-86e7b86f-b118-4a08-b4bf-564b053de070.raw.txt|channel=results|position=43	F017	Книги, аудиокниги, сериалы, фильмы и музыка	EXCLUDED_HISTORY_NOT_RETRIAGED	6285	NO
R001|results|0044	NP00044	амулет 1	амулет 1	KEEP	KEEP_FROZEN_CLIENT_PRODUCT_CLASS_WITHOUT_FOREIGN_CONTEXT	ACTIVE_SEMANTIC_SCOPE	PSF001	SUPPORTED_GENERIC_PRODUCT_UNQUALIFIED	YES	GENERIC_PRODUCT_NOUN_NEEDS_REFERENT	STEP10	run=1|seed=S001|request=wordstat-86e7b86f-b118-4a08-b4bf-564b053de070|carrier=STEP_03_WORDSTAT_RAW/MANUAL__001_CURRENT_REQUERY__wordstat-86e7b86f-b118-4a08-b4bf-564b053de070.raw.txt|channel=results|position=44	F025	Общее товарное слово в неразрешённом контексте	PRESERVED_OR_REFINED	6269	NO
R001|results|0045	NP00045	канал амулет	канал амулет	HOLD	HOLD_GENERIC_MEDIA_ACTION_MAY_BE_INFORMATIONAL_PRODUCT_RESEARCH	HOLD_SEMANTIC_SCOPE	PSF018	REASON_BOUND_MEDIA_TITLE_OR_ACTION_COLLISION	MIXED	PRODUCT_NAME_VS_MEDIA_TITLE	SERP_REQUIRED	run=1|seed=S001|request=wordstat-86e7b86f-b118-4a08-b4bf-564b053de070|carrier=STEP_03_WORDSTAT_RAW/MANUAL__001_CURRENT_REQUERY__wordstat-86e7b86f-b118-4a08-b4bf-564b053de070.raw.txt|channel=results|position=45	F025	Общее товарное слово в неразрешённом контексте	PRESERVED_OR_REFINED	6165	NO
R001|results|0046	NP00046	канал счастливый амулет	канал счастливый амулет	EXCLUDE	EXCLUDE_EXPLICIT_DIGITAL_MEDIA_CONSUMPTION_CONTEXT	EXCLUDED_HISTORY	NOT_IN_STEP04_SEMANTIC_SCOPE	CORRECTED_STEP03B_EXCLUDE_PRESERVED_AS_HISTORY	NO	NONE_CURRENT_STEP03B_EXCLUDE	NONE	run=1|seed=S001|request=wordstat-86e7b86f-b118-4a08-b4bf-564b053de070|carrier=STEP_03_WORDSTAT_RAW/MANUAL__001_CURRENT_REQUERY__wordstat-86e7b86f-b118-4a08-b4bf-564b053de070.raw.txt|channel=results|position=46	F017	Книги, аудиокниги, сериалы, фильмы и музыка	EXCLUDED_HISTORY_NOT_RETRIAGED	6069	NO
R001|results|0047	NP00047	амулет на дзене читать	амулет на дзене читать	HOLD	HOLD_GENERIC_MEDIA_ACTION_MAY_BE_INFORMATIONAL_PRODUCT_RESEARCH	HOLD_SEMANTIC_SCOPE	PSF018	REASON_BOUND_MEDIA_TITLE_OR_ACTION_COLLISION	MIXED	PRODUCT_NAME_VS_MEDIA_TITLE	SERP_REQUIRED	run=1|seed=S001|request=wordstat-86e7b86f-b118-4a08-b4bf-564b053de070|carrier=STEP_03_WORDSTAT_RAW/MANUAL__001_CURRENT_REQUERY__wordstat-86e7b86f-b118-4a08-b4bf-564b053de070.raw.txt|channel=results|position=47	F017	Книги, аудиокниги, сериалы, фильмы и музыка	PRESERVED_OR_REFINED	5965	NO
R001|results|0048	NP00048	читать на на дзене счастливый амулет	читать на на дзене счастливый амулет	EXCLUDE	EXCLUDE_EXPLICIT_DIGITAL_MEDIA_CONSUMPTION_CONTEXT	EXCLUDED_HISTORY	NOT_IN_STEP04_SEMANTIC_SCOPE	CORRECTED_STEP03B_EXCLUDE_PRESERVED_AS_HISTORY	NO	NONE_CURRENT_STEP03B_EXCLUDE	NONE	run=1|seed=S001|request=wordstat-86e7b86f-b118-4a08-b4bf-564b053de070|carrier=STEP_03_WORDSTAT_RAW/MANUAL__001_CURRENT_REQUERY__wordstat-86e7b86f-b118-4a08-b4bf-564b053de070.raw.txt|channel=results|position=48	F017	Книги, аудиокниги, сериалы, фильмы и музыка	EXCLUDED_HISTORY_NOT_RETRIAGED	5958	NO
R001|results|0049	NP00049	счастливый амулет читать яндекс	счастливый амулет читать яндекс	EXCLUDE	EXCLUDE_EXPLICIT_DIGITAL_MEDIA_CONSUMPTION_CONTEXT	EXCLUDED_HISTORY	NOT_IN_STEP04_SEMANTIC_SCOPE	CORRECTED_STEP03B_EXCLUDE_PRESERVED_AS_HISTORY	NO	NONE_CURRENT_STEP03B_EXCLUDE	NONE	run=1|seed=S001|request=wordstat-86e7b86f-b118-4a08-b4bf-564b053de070|carrier=STEP_03_WORDSTAT_RAW/MANUAL__001_CURRENT_REQUERY__wordstat-86e7b86f-b118-4a08-b4bf-564b053de070.raw.txt|channel=results|position=49	F017	Книги, аудиокниги, сериалы, фильмы и музыка	EXCLUDED_HISTORY_NOT_RETRIAGED	5933	NO
R001|results|0050	NP00050	счастливый амулет яндекс дзен читать	счастливый амулет яндекс дзен читать	EXCLUDE	EXCLUDE_EXPLICIT_DIGITAL_MEDIA_CONSUMPTION_CONTEXT	EXCLUDED_HISTORY	NOT_IN_STEP04_SEMANTIC_SCOPE	CORRECTED_STEP03B_EXCLUDE_PRESERVED_AS_HISTORY	NO	NONE_CURRENT_STEP03B_EXCLUDE	NONE	run=1|seed=S001|request=wordstat-86e7b86f-b118-4a08-b4bf-564b053de070|carrier=STEP_03_WORDSTAT_RAW/MANUAL__001_CURRENT_REQUERY__wordstat-86e7b86f-b118-4a08-b4bf-564b053de070.raw.txt|channel=results|position=50	F017	Книги, аудиокниги, сериалы, фильмы и музыка	EXCLUDED_HISTORY_NOT_RETRIAGED	5908	NO
R001|results|0051	NP00051	счастливый амулет дзен глава	счастливый амулет дзен глава	EXCLUDE	EXCLUDE_EXPLICIT_MEDIA_WORK_OR_EPISODE_CONTEXT	EXCLUDED_HISTORY	NOT_IN_STEP04_SEMANTIC_SCOPE	CORRECTED_STEP03B_EXCLUDE_PRESERVED_AS_HISTORY	NO	NONE_CURRENT_STEP03B_EXCLUDE	NONE	run=1|seed=S001|request=wordstat-86e7b86f-b118-4a08-b4bf-564b053de070|carrier=STEP_03_WORDSTAT_RAW/MANUAL__001_CURRENT_REQUERY__wordstat-86e7b86f-b118-4a08-b4bf-564b053de070.raw.txt|channel=results|position=51	F017	Книги, аудиокниги, сериалы, фильмы и музыка	EXCLUDED_HISTORY_NOT_RETRIAGED	5875	NO
R001|results|0052	NP00052	амулет зла	амулет зла	KEEP	KEEP_FROZEN_CLIENT_PRODUCT_CLASS_WITHOUT_FOREIGN_CONTEXT	ACTIVE_SEMANTIC_SCOPE	PSF001	SUPPORTED_GENERIC_PRODUCT_UNQUALIFIED	YES	GENERIC_PRODUCT_NOUN_NEEDS_REFERENT	STEP10	run=1|seed=S001|request=wordstat-86e7b86f-b118-4a08-b4bf-564b053de070|carrier=STEP_03_WORDSTAT_RAW/MANUAL__001_CURRENT_REQUERY__wordstat-86e7b86f-b118-4a08-b4bf-564b053de070.raw.txt|channel=results|position=52	F025	Общее товарное слово в неразрешённом контексте	PRESERVED_OR_REFINED	5820	NO
R001|results|0053	NP00053	амулет дзен рассказы на дзене счастливый	амулет дзен рассказы на дзене счастливый	EXCLUDE	EXCLUDE_EXPLICIT_MEDIA_WORK_OR_EPISODE_CONTEXT	EXCLUDED_HISTORY	NOT_IN_STEP04_SEMANTIC_SCOPE	CORRECTED_STEP03B_EXCLUDE_PRESERVED_AS_HISTORY	NO	NONE_CURRENT_STEP03B_EXCLUDE	NONE	run=1|seed=S001|request=wordstat-86e7b86f-b118-4a08-b4bf-564b053de070|carrier=STEP_03_WORDSTAT_RAW/MANUAL__001_CURRENT_REQUERY__wordstat-86e7b86f-b118-4a08-b4bf-564b053de070.raw.txt|channel=results|position=53	F017	Книги, аудиокниги, сериалы, фильмы и музыка	EXCLUDED_HISTORY_NOT_RETRIAGED	5741	NO
R001|results|0054	NP00054	счастливый амулет дзен читать на дзене	счастливый амулет дзен читать на дзене	EXCLUDE	EXCLUDE_EXPLICIT_DIGITAL_MEDIA_CONSUMPTION_CONTEXT	EXCLUDED_HISTORY	NOT_IN_STEP04_SEMANTIC_SCOPE	CORRECTED_STEP03B_EXCLUDE_PRESERVED_AS_HISTORY	NO	NONE_CURRENT_STEP03B_EXCLUDE	NONE	run=1|seed=S001|request=wordstat-86e7b86f-b118-4a08-b4bf-564b053de070|carrier=STEP_03_WORDSTAT_RAW/MANUAL__001_CURRENT_REQUERY__wordstat-86e7b86f-b118-4a08-b4bf-564b053de070.raw.txt|channel=results|position=54	F017	Книги, аудиокниги, сериалы, фильмы и музыка	EXCLUDED_HISTORY_NOT_RETRIAGED	5592	NO
R001|results|0055	NP00055	купить чери амулет	купить чери амулет	EXCLUDE	EXCLUDE_EXPLICIT_VEHICLE_MODEL_OR_PART_CONTEXT	EXCLUDED_HISTORY	NOT_IN_STEP04_SEMANTIC_SCOPE	CORRECTED_STEP03B_EXCLUDE_PRESERVED_AS_HISTORY	NO	NONE_CURRENT_STEP03B_EXCLUDE	NONE	run=1|seed=S001|request=wordstat-86e7b86f-b118-4a08-b4bf-564b053de070|carrier=STEP_03_WORDSTAT_RAW/MANUAL__001_CURRENT_REQUERY__wordstat-86e7b86f-b118-4a08-b4bf-564b053de070.raw.txt|channel=results|position=55	F015	Автомобильные модели, детали, краска/цвет и иные не-клиентские автотовары	EXCLUDED_HISTORY_NOT_RETRIAGED	5516	NO
R001|results|0056	NP00056	астрал амулет	астрал амулет	HOLD	HOLD_MEDIA_TITLE_VERSUS_PRODUCT_COLLISION	HOLD_SEMANTIC_SCOPE	PSF018	REASON_BOUND_MEDIA_TITLE_OR_ACTION_COLLISION	MIXED	PRODUCT_NAME_VS_MEDIA_TITLE	SERP_REQUIRED	run=1|seed=S001|request=wordstat-86e7b86f-b118-4a08-b4bf-564b053de070|carrier=STEP_03_WORDSTAT_RAW/MANUAL__001_CURRENT_REQUERY__wordstat-86e7b86f-b118-4a08-b4bf-564b053de070.raw.txt|channel=results|position=56	F025	Общее товарное слово в неразрешённом контексте	PRESERVED_OR_REFINED	5404	NO
R001|results|0057	NP00057	астрал амулет зла	астрал амулет зла	HOLD	HOLD_MEDIA_TITLE_VERSUS_PRODUCT_COLLISION	HOLD_SEMANTIC_SCOPE	PSF018	REASON_BOUND_MEDIA_TITLE_OR_ACTION_COLLISION	MIXED	PRODUCT_NAME_VS_MEDIA_TITLE	SERP_REQUIRED	run=1|seed=S001|request=wordstat-86e7b86f-b118-4a08-b4bf-564b053de070|carrier=STEP_03_WORDSTAT_RAW/MANUAL__001_CURRENT_REQUERY__wordstat-86e7b86f-b118-4a08-b4bf-564b053de070.raw.txt|channel=results|position=57	F025	Общее товарное слово в неразрешённом контексте	PRESERVED_OR_REFINED	5344	NO
R001|results|0058	NP00058	террария амулеты	террария амулеты	EXCLUDE	EXCLUDE_EXPLICIT_GAME_OR_GAME_ITEM_CONTEXT	EXCLUDED_HISTORY	NOT_IN_STEP04_SEMANTIC_SCOPE	CORRECTED_STEP03B_EXCLUDE_PRESERVED_AS_HISTORY	NO	NONE_CURRENT_STEP03B_EXCLUDE	NONE	run=1|seed=S001|request=wordstat-86e7b86f-b118-4a08-b4bf-564b053de070|carrier=STEP_03_WORDSTAT_RAW/MANUAL__001_CURRENT_REQUERY__wordstat-86e7b86f-b118-4a08-b4bf-564b053de070.raw.txt|channel=results|position=58	F025	Общее товарное слово в неразрешённом контексте	EXCLUDED_HISTORY_NOT_RETRIAGED	5321	NO
R001|results|0059	NP00059	бесплатные амулеты	бесплатные амулеты	HOLD	HOLD_GENERIC_MEDIA_ACTION_MAY_BE_INFORMATIONAL_PRODUCT_RESEARCH	HOLD_SEMANTIC_SCOPE	PSF018	REASON_BOUND_MEDIA_TITLE_OR_ACTION_COLLISION	MIXED	PRODUCT_NAME_VS_MEDIA_TITLE	SERP_REQUIRED	run=1|seed=S001|request=wordstat-86e7b86f-b118-4a08-b4bf-564b053de070|carrier=STEP_03_WORDSTAT_RAW/MANUAL__001_CURRENT_REQUERY__wordstat-86e7b86f-b118-4a08-b4bf-564b053de070.raw.txt|channel=results|position=59	F025	Общее товарное слово в неразрешённом контексте	PRESERVED_OR_REFINED	5103	NO
R001|results|0060	NP00060	амулеты скайрим	амулеты скайрим	EXCLUDE	EXCLUDE_EXPLICIT_GAME_OR_GAME_ITEM_CONTEXT	EXCLUDED_HISTORY	NOT_IN_STEP04_SEMANTIC_SCOPE	CORRECTED_STEP03B_EXCLUDE_PRESERVED_AS_HISTORY	NO	NONE_CURRENT_STEP03B_EXCLUDE	NONE	run=1|seed=S001|request=wordstat-86e7b86f-b118-4a08-b4bf-564b053de070|carrier=STEP_03_WORDSTAT_RAW/MANUAL__001_CURRENT_REQUERY__wordstat-86e7b86f-b118-4a08-b4bf-564b053de070.raw.txt|channel=results|position=60	F016	Игры и игровые предметы	EXCLUDED_HISTORY_NOT_RETRIAGED	4687	NO
R001|results|0061	NP00061	амулет 3	амулет 3	KEEP	KEEP_FROZEN_CLIENT_PRODUCT_CLASS_WITHOUT_FOREIGN_CONTEXT	ACTIVE_SEMANTIC_SCOPE	PSF001	SUPPORTED_GENERIC_PRODUCT_UNQUALIFIED	YES	GENERIC_PRODUCT_NOUN_NEEDS_REFERENT	STEP10	run=1|seed=S001|request=wordstat-86e7b86f-b118-4a08-b4bf-564b053de070|carrier=STEP_03_WORDSTAT_RAW/MANUAL__001_CURRENT_REQUERY__wordstat-86e7b86f-b118-4a08-b4bf-564b053de070.raw.txt|channel=results|position=61	F025	Общее товарное слово в неразрешённом контексте	PRESERVED_OR_REFINED	4644	NO
