occurrence_id	run_order	seed_id	seed_phrase	provider_request_id	carrier_locator	channel	position	phrase	count	family_id	family_label	assignment_reason_code	assignment_rule	business_fit_state	ambiguity_state	notes
R001|results|0049	1	S001	амулет	wordstat-86e7b86f-b118-4a08-b4bf-564b053de070	STEP_03_WORDSTAT_RAW/MANUAL__001_CURRENT_REQUERY__wordstat-86e7b86f-b118-4a08-b4bf-564b053de070.raw.txt	results	49	счастливый амулет читать яндекс	5933	F017	Книги, аудиокниги, сериалы, фильмы и музыка	EXPLICIT_MEDIA_OR_ENTERTAINMENT_CONTEXT	C02_HAPPY_AMULET_EXPLICIT_MEDIA_RETAINED	EXPLICITLY_DIFFERENT_MEDIA_ENTITY	LOW	assignment_retained_after_full_corpus_rule_rerun=true
R001|results|0050	1	S001	амулет	wordstat-86e7b86f-b118-4a08-b4bf-564b053de070	STEP_03_WORDSTAT_RAW/MANUAL__001_CURRENT_REQUERY__wordstat-86e7b86f-b118-4a08-b4bf-564b053de070.raw.txt	results	50	счастливый амулет яндекс дзен читать	5908	F017	Книги, аудиокниги, сериалы, фильмы и музыка	EXPLICIT_MEDIA_OR_ENTERTAINMENT_CONTEXT	C02_HAPPY_AMULET_EXPLICIT_MEDIA_RETAINED	EXPLICITLY_DIFFERENT_MEDIA_ENTITY	LOW	assignment_retained_after_full_corpus_rule_rerun=true
R001|results|0051	1	S001	амулет	wordstat-86e7b86f-b118-4a08-b4bf-564b053de070	STEP_03_WORDSTAT_RAW/MANUAL__001_CURRENT_REQUERY__wordstat-86e7b86f-b118-4a08-b4bf-564b053de070.raw.txt	results	51	счастливый амулет дзен глава	5875	F017	Книги, аудиокниги, сериалы, фильмы и музыка	EXPLICIT_MEDIA_OR_ENTERTAINMENT_CONTEXT	C02_HAPPY_AMULET_EXPLICIT_MEDIA_RETAINED	EXPLICITLY_DIFFERENT_MEDIA_ENTITY	LOW	assignment_retained_after_full_corpus_rule_rerun=true
R001|results|0052	1	S001	амулет	wordstat-86e7b86f-b118-4a08-b4bf-564b053de070	STEP_03_WORDSTAT_RAW/MANUAL__001_CURRENT_REQUERY__wordstat-86e7b86f-b118-4a08-b4bf-564b053de070.raw.txt	results	52	амулет зла	5820	F025	Общее товарное слово в неразрешённом контексте	GENERIC_PRODUCT_WORD_REFERENT_UNRESOLVED	BASE_F025_RULE_RETAINED	CLIENT_WORD_PRESENT; REFERENT_UNRESOLVED	MATERIAL / PRESERVED	assignment_retained_after_full_corpus_rule_rerun=true
R001|results|0053	1	S001	амулет	wordstat-86e7b86f-b118-4a08-b4bf-564b053de070	STEP_03_WORDSTAT_RAW/MANUAL__001_CURRENT_REQUERY__wordstat-86e7b86f-b118-4a08-b4bf-564b053de070.raw.txt	results	53	амулет дзен рассказы на дзене счастливый	5741	F017	Книги, аудиокниги, сериалы, фильмы и музыка	EXPLICIT_MEDIA_OR_ENTERTAINMENT_CONTEXT	BASE_F017_RULE_RETAINED	EXPLICITLY_DIFFERENT_MEDIA_ENTITY	LOW	assignment_retained_after_full_corpus_rule_rerun=true
R001|results|0054	1	S001	амулет	wordstat-86e7b86f-b118-4a08-b4bf-564b053de070	STEP_03_WORDSTAT_RAW/MANUAL__001_CURRENT_REQUERY__wordstat-86e7b86f-b118-4a08-b4bf-564b053de070.raw.txt	results	54	счастливый амулет дзен читать на дзене	5592	F017	Книги, аудиокниги, сериалы, фильмы и музыка	EXPLICIT_MEDIA_OR_ENTERTAINMENT_CONTEXT	C02_HAPPY_AMULET_EXPLICIT_MEDIA_RETAINED	EXPLICITLY_DIFFERENT_MEDIA_ENTITY	LOW	assignment_retained_after_full_corpus_rule_rerun=true
R001|results|0055	1	S001	амулет	wordstat-86e7b86f-b118-4a08-b4bf-564b053de070	STEP_03_WORDSTAT_RAW/MANUAL__001_CURRENT_REQUERY__wordstat-86e7b86f-b118-4a08-b4bf-564b053de070.raw.txt	results	55	купить чери амулет	5516	F015	Автомобильные модели, детали, краска/цвет и иные не-клиентские автотовары	EXPLICIT_VEHICLE_MODEL_PART_PAINT_OR_FIT_CONTEXT	BASE_F015_RULE_RETAINED	EXPLICITLY_DIFFERENT_PRODUCT_ENTITY	LOW	assignment_retained_after_full_corpus_rule_rerun=true
R001|results|0056	1	S001	амулет	wordstat-86e7b86f-b118-4a08-b4bf-564b053de070	STEP_03_WORDSTAT_RAW/MANUAL__001_CURRENT_REQUERY__wordstat-86e7b86f-b118-4a08-b4bf-564b053de070.raw.txt	results	56	астрал амулет	5404	F025	Общее товарное слово в неразрешённом контексте	GENERIC_PRODUCT_WORD_REFERENT_UNRESOLVED	BASE_F025_RULE_RETAINED	CLIENT_WORD_PRESENT; REFERENT_UNRESOLVED	MATERIAL / PRESERVED	assignment_retained_after_full_corpus_rule_rerun=true
R001|results|0057	1	S001	амулет	wordstat-86e7b86f-b118-4a08-b4bf-564b053de070	STEP_03_WORDSTAT_RAW/MANUAL__001_CURRENT_REQUERY__wordstat-86e7b86f-b118-4a08-b4bf-564b053de070.raw.txt	results	57	астрал амулет зла	5344	F025	Общее товарное слово в неразрешённом контексте	GENERIC_PRODUCT_WORD_REFERENT_UNRESOLVED	BASE_F025_RULE_RETAINED	CLIENT_WORD_PRESENT; REFERENT_UNRESOLVED	MATERIAL / PRESERVED	assignment_retained_after_full_corpus_rule_rerun=true
R001|results|0058	1	S001	амулет	wordstat-86e7b86f-b118-4a08-b4bf-564b053de070	STEP_03_WORDSTAT_RAW/MANUAL__001_CURRENT_REQUERY__wordstat-86e7b86f-b118-4a08-b4bf-564b053de070.raw.txt	results	58	террария амулеты	5321	F025	Общее товарное слово в неразрешённом контексте	GENERIC_PRODUCT_WORD_REFERENT_UNRESOLVED	BASE_F025_RULE_RETAINED	CLIENT_WORD_PRESENT; REFERENT_UNRESOLVED	MATERIAL / PRESERVED	assignment_retained_after_full_corpus_rule_rerun=true
R001|results|0059	1	S001	амулет	wordstat-86e7b86f-b118-4a08-b4bf-564b053de070	STEP_03_WORDSTAT_RAW/MANUAL__001_CURRENT_REQUERY__wordstat-86e7b86f-b118-4a08-b4bf-564b053de070.raw.txt	results	59	бесплатные амулеты	5103	F025	Общее товарное слово в неразрешённом контексте	GENERIC_PRODUCT_WORD_REFERENT_UNRESOLVED	BASE_F025_RULE_RETAINED	CLIENT_WORD_PRESENT; REFERENT_UNRESOLVED	MATERIAL / PRESERVED	assignment_retained_after_full_corpus_rule_rerun=true
R001|results|0060	1	S001	амулет	wordstat-86e7b86f-b118-4a08-b4bf-564b053de070	STEP_03_WORDSTAT_RAW/MANUAL__001_CURRENT_REQUERY__wordstat-86e7b86f-b118-4a08-b4bf-564b053de070.raw.txt	results	60	амулеты скайрим	4687	F016	Игры и игровые предметы	EXPLICIT_GAME_OR_GAME_ITEM_CONTEXT	BASE_F016_RULE_RETAINED	EXPLICITLY_DIFFERENT_DIGITAL_ENTITY	LOW	assignment_retained_after_full_corpus_rule_rerun=true
R001|results|0061	1	S001	амулет	wordstat-86e7b86f-b118-4a08-b4bf-564b053de070	STEP_03_WORDSTAT_RAW/MANUAL__001_CURRENT_REQUERY__wordstat-86e7b86f-b118-4a08-b4bf-564b053de070.raw.txt	results	61	амулет 3	4644	F025	Общее товарное слово в неразрешённом контексте	GENERIC_PRODUCT_WORD_REFERENT_UNRESOLVED	BASE_F025_RULE_RETAINED	CLIENT_WORD_PRESENT; REFERENT_UNRESOLVED	MATERIAL / PRESERVED	assignment_retained_after_full_corpus_rule_rerun=true
R001|results|0062	1	S001	амулет	wordstat-86e7b86f-b118-4a08-b4bf-564b053de070	STEP_03_WORDSTAT_RAW/MANUAL__001_CURRENT_REQUERY__wordstat-86e7b86f-b118-4a08-b4bf-564b053de070.raw.txt	results	62	двигатель амулет	4607	F015	Автомобильные модели, детали, краска/цвет и иные не-клиентские автотовары	EXPLICIT_VEHICLE_MODEL_PART_PAINT_OR_FIT_CONTEXT	BASE_F015_RULE_RETAINED	EXPLICITLY_DIFFERENT_PRODUCT_ENTITY	LOW	assignment_retained_after_full_corpus_rule_rerun=true
R001|results|0063	1	S001	амулет	wordstat-86e7b86f-b118-4a08-b4bf-564b053de070	STEP_03_WORDSTAT_RAW/MANUAL__001_CURRENT_REQUERY__wordstat-86e7b86f-b118-4a08-b4bf-564b053de070.raw.txt	results	63	можно амулет	4584	F025	Общее товарное слово в неразрешённом контексте	GENERIC_PRODUCT_WORD_REFERENT_UNRESOLVED	BASE_F025_RULE_RETAINED	CLIENT_WORD_PRESENT; REFERENT_UNRESOLVED	MATERIAL / PRESERVED	assignment_retained_after_full_corpus_rule_rerun=true
R001|results|0064	1	S001	амулет	wordstat-86e7b86f-b118-4a08-b4bf-564b053de070	STEP_03_WORDSTAT_RAW/MANUAL__001_CURRENT_REQUERY__wordstat-86e7b86f-b118-4a08-b4bf-564b053de070.raw.txt	results	64	получить амулет	4507	F025	Общее товарное слово в неразрешённом контексте	GENERIC_PRODUCT_WORD_REFERENT_UNRESOLVED	BASE_F025_RULE_RETAINED	CLIENT_WORD_PRESENT; REFERENT_UNRESOLVED	MATERIAL / PRESERVED	assignment_retained_after_full_corpus_rule_rerun=true
R001|results|0065	1	S001	амулет	wordstat-86e7b86f-b118-4a08-b4bf-564b053de070	STEP_03_WORDSTAT_RAW/MANUAL__001_CURRENT_REQUERY__wordstat-86e7b86f-b118-4a08-b4bf-564b053de070.raw.txt	results	65	амулет зла фильм	4408	F017	Книги, аудиокниги, сериалы, фильмы и музыка	EXPLICIT_MEDIA_OR_ENTERTAINMENT_CONTEXT	BASE_F017_RULE_RETAINED	EXPLICITLY_DIFFERENT_MEDIA_ENTITY	LOW	assignment_retained_after_full_corpus_rule_rerun=true
R001|results|0066	1	S001	амулет	wordstat-86e7b86f-b118-4a08-b4bf-564b053de070	STEP_03_WORDSTAT_RAW/MANUAL__001_CURRENT_REQUERY__wordstat-86e7b86f-b118-4a08-b4bf-564b053de070.raw.txt	results	66	астрал амулет фильм	4387	F017	Книги, аудиокниги, сериалы, фильмы и музыка	EXPLICIT_MEDIA_OR_ENTERTAINMENT_CONTEXT	BASE_F017_RULE_RETAINED	EXPLICITLY_DIFFERENT_MEDIA_ENTITY	LOW	assignment_retained_after_full_corpus_rule_rerun=true
R001|results|0067	1	S001	амулет	wordstat-86e7b86f-b118-4a08-b4bf-564b053de070	STEP_03_WORDSTAT_RAW/MANUAL__001_CURRENT_REQUERY__wordstat-86e7b86f-b118-4a08-b4bf-564b053de070.raw.txt	results	67	астрал амулет зла фильм	4383	F017	Книги, аудиокниги, сериалы, фильмы и музыка	EXPLICIT_MEDIA_OR_ENTERTAINMENT_CONTEXT	BASE_F017_RULE_RETAINED	EXPLICITLY_DIFFERENT_MEDIA_ENTITY	LOW	assignment_retained_after_full_corpus_rule_rerun=true
R001|results|0068	1	S001	амулет	wordstat-86e7b86f-b118-4a08-b4bf-564b053de070	STEP_03_WORDSTAT_RAW/MANUAL__001_CURRENT_REQUERY__wordstat-86e7b86f-b118-4a08-b4bf-564b053de070.raw.txt	results	68	амулет а 15	4254	F015	Автомобильные модели, детали, краска/цвет и иные не-клиентские автотовары	EXPLICIT_VEHICLE_MODEL_PART_PAINT_OR_FIT_CONTEXT	BASE_F015_RULE_RETAINED	EXPLICITLY_DIFFERENT_PRODUCT_ENTITY	LOW	assignment_retained_after_full_corpus_rule_rerun=true
R001|results|0069	1	S001	амулет	wordstat-86e7b86f-b118-4a08-b4bf-564b053de070	STEP_03_WORDSTAT_RAW/MANUAL__001_CURRENT_REQUERY__wordstat-86e7b86f-b118-4a08-b4bf-564b053de070.raw.txt	results	69	амулет 2025	4230	F025	Общее товарное слово в неразрешённом контексте	GENERIC_PRODUCT_WORD_REFERENT_UNRESOLVED	BASE_F025_RULE_RETAINED	CLIENT_WORD_PRESENT; REFERENT_UNRESOLVED	MATERIAL / PRESERVED	assignment_retained_after_full_corpus_rule_rerun=true
R001|results|0070	1	S001	амулет	wordstat-86e7b86f-b118-4a08-b4bf-564b053de070	STEP_03_WORDSTAT_RAW/MANUAL__001_CURRENT_REQUERY__wordstat-86e7b86f-b118-4a08-b4bf-564b053de070.raw.txt	results	70	амулет датчики	4212	F025	Общее товарное слово в неразрешённом контексте	GENERIC_PRODUCT_WORD_REFERENT_UNRESOLVED	BASE_F025_RULE_RETAINED	CLIENT_WORD_PRESENT; REFERENT_UNRESOLVED	MATERIAL / PRESERVED	assignment_retained_after_full_corpus_rule_rerun=true
R001|results|0071	1	S001	амулет	wordstat-86e7b86f-b118-4a08-b4bf-564b053de070	STEP_03_WORDSTAT_RAW/MANUAL__001_CURRENT_REQUERY__wordstat-86e7b86f-b118-4a08-b4bf-564b053de070.raw.txt	results	71	амулет зла 2025	4151	F025	Общее товарное слово в неразрешённом контексте	GENERIC_PRODUCT_WORD_REFERENT_UNRESOLVED	BASE_F025_RULE_RETAINED	CLIENT_WORD_PRESENT; REFERENT_UNRESOLVED	MATERIAL / PRESERVED	assignment_retained_after_full_corpus_rule_rerun=true
R001|results|0072	1	S001	амулет	wordstat-86e7b86f-b118-4a08-b4bf-564b053de070	STEP_03_WORDSTAT_RAW/MANUAL__001_CURRENT_REQUERY__wordstat-86e7b86f-b118-4a08-b4bf-564b053de070.raw.txt	results	72	астрал амулет зла 2025	4147	F025	Общее товарное слово в неразрешённом контексте	GENERIC_PRODUCT_WORD_REFERENT_UNRESOLVED	BASE_F025_RULE_RETAINED	CLIENT_WORD_PRESENT; REFERENT_UNRESOLVED	MATERIAL / PRESERVED	assignment_retained_after_full_corpus_rule_rerun=true
R001|results|0073	1	S001	амулет	wordstat-86e7b86f-b118-4a08-b4bf-564b053de070	STEP_03_WORDSTAT_RAW/MANUAL__001_CURRENT_REQUERY__wordstat-86e7b86f-b118-4a08-b4bf-564b053de070.raw.txt	results	73	новый амулет	4145	F025	Общее товарное слово в неразрешённом контексте	GENERIC_PRODUCT_WORD_REFERENT_UNRESOLVED	BASE_F025_RULE_RETAINED	CLIENT_WORD_PRESENT; REFERENT_UNRESOLVED	MATERIAL / PRESERVED	assignment_retained_after_full_corpus_rule_rerun=true
R001|results|0074	1	S001	амулет	wordstat-86e7b86f-b118-4a08-b4bf-564b053de070	STEP_03_WORDSTAT_RAW/MANUAL__001_CURRENT_REQUERY__wordstat-86e7b86f-b118-4a08-b4bf-564b053de070.raw.txt	results	74	амулет фильм 2025	4112	F017	Книги, аудиокниги, сериалы, фильмы и музыка	EXPLICIT_MEDIA_OR_ENTERTAINMENT_CONTEXT	BASE_F017_RULE_RETAINED	EXPLICITLY_DIFFERENT_MEDIA_ENTITY	LOW	assignment_retained_after_full_corpus_rule_rerun=true
R001|results|0075	1	S001	амулет	wordstat-86e7b86f-b118-4a08-b4bf-564b053de070	STEP_03_WORDSTAT_RAW/MANUAL__001_CURRENT_REQUERY__wordstat-86e7b86f-b118-4a08-b4bf-564b053de070.raw.txt	results	75	астрал амулет зла фильм 2025	4107	F017	Книги, аудиокниги, сериалы, фильмы и музыка	EXPLICIT_MEDIA_OR_ENTERTAINMENT_CONTEXT	BASE_F017_RULE_RETAINED	EXPLICITLY_DIFFERENT_MEDIA_ENTITY	LOW	assignment_retained_after_full_corpus_rule_rerun=true
R001|results|0076	1	S001	амулет	wordstat-86e7b86f-b118-4a08-b4bf-564b053de070	STEP_03_WORDSTAT_RAW/MANUAL__001_CURRENT_REQUERY__wordstat-86e7b86f-b118-4a08-b4bf-564b053de070.raw.txt	results	76	счастливый амулет бесплатно	4102	F017	Книги, аудиокниги, сериалы, фильмы и музыка	EXPLICIT_MEDIA_OR_ENTERTAINMENT_CONTEXT	C02_HAPPY_AMULET_EXPLICIT_MEDIA_RETAINED	EXPLICITLY_DIFFERENT_MEDIA_ENTITY	LOW	assignment_retained_after_full_corpus_rule_rerun=true
R001|results|0077	1	S001	амулет	wordstat-86e7b86f-b118-4a08-b4bf-564b053de070	STEP_03_WORDSTAT_RAW/MANUAL__001_CURRENT_REQUERY__wordstat-86e7b86f-b118-4a08-b4bf-564b053de070.raw.txt	results	77	счастливый амулет читать бесплатно	4022	F017	Книги, аудиокниги, сериалы, фильмы и музыка	EXPLICIT_MEDIA_OR_ENTERTAINMENT_CONTEXT	C02_HAPPY_AMULET_EXPLICIT_MEDIA_RETAINED	EXPLICITLY_DIFFERENT_MEDIA_ENTITY	LOW	assignment_retained_after_full_corpus_rule_rerun=true
R001|results|0078	1	S001	амулет	wordstat-86e7b86f-b118-4a08-b4bf-564b053de070	STEP_03_WORDSTAT_RAW/MANUAL__001_CURRENT_REQUERY__wordstat-86e7b86f-b118-4a08-b4bf-564b053de070.raw.txt	results	78	лучший амулет	3948	F025	Общее товарное слово в неразрешённом контексте	GENERIC_PRODUCT_WORD_REFERENT_UNRESOLVED	BASE_F025_RULE_RETAINED	CLIENT_WORD_PRESENT; REFERENT_UNRESOLVED	MATERIAL / PRESERVED	assignment_retained_after_full_corpus_rule_rerun=true
R001|results|0079	1	S001	амулет	wordstat-86e7b86f-b118-4a08-b4bf-564b053de070	STEP_03_WORDSTAT_RAW/MANUAL__001_CURRENT_REQUERY__wordstat-86e7b86f-b118-4a08-b4bf-564b053de070.raw.txt	results	79	двигатель чери амулет	3901	F015	Автомобильные модели, детали, краска/цвет и иные не-клиентские автотовары	EXPLICIT_VEHICLE_MODEL_PART_PAINT_OR_FIT_CONTEXT	BASE_F015_RULE_RETAINED	EXPLICITLY_DIFFERENT_PRODUCT_ENTITY	LOW	assignment_retained_after_full_corpus_rule_rerun=true
R001|results|0080	1	S001	амулет	wordstat-86e7b86f-b118-4a08-b4bf-564b053de070	STEP_03_WORDSTAT_RAW/MANUAL__001_CURRENT_REQUERY__wordstat-86e7b86f-b118-4a08-b4bf-564b053de070.raw.txt	results	80	часть амулета	3894	F025	Общее товарное слово в неразрешённом контексте	GENERIC_PRODUCT_WORD_REFERENT_UNRESOLVED	BASE_F025_RULE_RETAINED	CLIENT_WORD_PRESENT; REFERENT_UNRESOLVED	MATERIAL / PRESERVED	assignment_retained_after_full_corpus_rule_rerun=true
R001|results|0081	1	S001	амулет	wordstat-86e7b86f-b118-4a08-b4bf-564b053de070	STEP_03_WORDSTAT_RAW/MANUAL__001_CURRENT_REQUERY__wordstat-86e7b86f-b118-4a08-b4bf-564b053de070.raw.txt	results	81	амулет замена	3836	F025	Общее товарное слово в неразрешённом контексте	GENERIC_PRODUCT_WORD_REFERENT_UNRESOLVED	BASE_F025_RULE_RETAINED	CLIENT_WORD_PRESENT; REFERENT_UNRESOLVED	MATERIAL / PRESERVED	assignment_retained_after_full_corpus_rule_rerun=true
R001|results|0082	1	S001	амулет	wordstat-86e7b86f-b118-4a08-b4bf-564b053de070	STEP_03_WORDSTAT_RAW/MANUAL__001_CURRENT_REQUERY__wordstat-86e7b86f-b118-4a08-b4bf-564b053de070.raw.txt	results	82	амулеты в пик	3824	F025	Общее товарное слово в неразрешённом контексте	GENERIC_PRODUCT_WORD_REFERENT_UNRESOLVED	BASE_F025_RULE_RETAINED	CLIENT_WORD_PRESENT; REFERENT_UNRESOLVED	MATERIAL / PRESERVED	assignment_retained_after_full_corpus_rule_rerun=true
R001|results|0083	1	S001	амулет	wordstat-86e7b86f-b118-4a08-b4bf-564b053de070	STEP_03_WORDSTAT_RAW/MANUAL__001_CURRENT_REQUERY__wordstat-86e7b86f-b118-4a08-b4bf-564b053de070.raw.txt	results	83	амулет оберег	3767	F025	Общее товарное слово в неразрешённом контексте	GENERIC_PRODUCT_WORD_REFERENT_UNRESOLVED	BASE_F025_RULE_RETAINED	CLIENT_WORD_PRESENT; REFERENT_UNRESOLVED	MATERIAL / PRESERVED	assignment_retained_after_full_corpus_rule_rerun=true
R001|results|0084	1	S001	амулет	wordstat-86e7b86f-b118-4a08-b4bf-564b053de070	STEP_03_WORDSTAT_RAW/MANUAL__001_CURRENT_REQUERY__wordstat-86e7b86f-b118-4a08-b4bf-564b053de070.raw.txt	results	84	счастливый амулет рассказы яндекс	3620	F017	Книги, аудиокниги, сериалы, фильмы и музыка	EXPLICIT_MEDIA_OR_ENTERTAINMENT_CONTEXT	C02_HAPPY_AMULET_EXPLICIT_MEDIA_RETAINED	EXPLICITLY_DIFFERENT_MEDIA_ENTITY	LOW	assignment_retained_after_full_corpus_rule_rerun=true
R001|results|0085	1	S001	амулет	wordstat-86e7b86f-b118-4a08-b4bf-564b053de070	STEP_03_WORDSTAT_RAW/MANUAL__001_CURRENT_REQUERY__wordstat-86e7b86f-b118-4a08-b4bf-564b053de070.raw.txt	results	85	счастливый амулет яндекс дзен рассказы	3616	F017	Книги, аудиокниги, сериалы, фильмы и музыка	EXPLICIT_MEDIA_OR_ENTERTAINMENT_CONTEXT	C02_HAPPY_AMULET_EXPLICIT_MEDIA_RETAINED	EXPLICITLY_DIFFERENT_MEDIA_ENTITY	LOW	assignment_retained_after_full_corpus_rule_rerun=true
R001|results|0086	1	S001	амулет	wordstat-86e7b86f-b118-4a08-b4bf-564b053de070	STEP_03_WORDSTAT_RAW/MANUAL__001_CURRENT_REQUERY__wordstat-86e7b86f-b118-4a08-b4bf-564b053de070.raw.txt	results	86	читать дзен бесплатно амулет	3533	F017	Книги, аудиокниги, сериалы, фильмы и музыка	EXPLICIT_MEDIA_OR_ENTERTAINMENT_CONTEXT	BASE_F017_RULE_RETAINED	EXPLICITLY_DIFFERENT_MEDIA_ENTITY	LOW	assignment_retained_after_full_corpus_rule_rerun=true
R001|results|0087	1	S001	амулет	wordstat-86e7b86f-b118-4a08-b4bf-564b053de070	STEP_03_WORDSTAT_RAW/MANUAL__001_CURRENT_REQUERY__wordstat-86e7b86f-b118-4a08-b4bf-564b053de070.raw.txt	results	87	счастливый амулет дзен читать бесплатно	3530	F017	Книги, аудиокниги, сериалы, фильмы и музыка	EXPLICIT_MEDIA_OR_ENTERTAINMENT_CONTEXT	C02_HAPPY_AMULET_EXPLICIT_MEDIA_RETAINED	EXPLICITLY_DIFFERENT_MEDIA_ENTITY	LOW	assignment_retained_after_full_corpus_rule_rerun=true
R001|results|0088	1	S001	амулет	wordstat-86e7b86f-b118-4a08-b4bf-564b053de070	STEP_03_WORDSTAT_RAW/MANUAL__001_CURRENT_REQUERY__wordstat-86e7b86f-b118-4a08-b4bf-564b053de070.raw.txt	results	88	амулет навигация	3524	F025	Общее товарное слово в неразрешённом контексте	GENERIC_PRODUCT_WORD_REFERENT_UNRESOLVED	BASE_F025_RULE_RETAINED	CLIENT_WORD_PRESENT; REFERENT_UNRESOLVED	MATERIAL / PRESERVED	assignment_retained_after_full_corpus_rule_rerun=true
